"ID";"Escenario";"Tipo_De_Relato";"Donante";"Cartelera Filacterias";"ID Imagen";"Autor";"Título";"Fecha";"Expr1009";"Tipo";"Procedencia";"Fuente de la Imagen";"Expr1013";"Lugar";"Anotaciones";"Atributos Iconograficos";"Sintesis";"Comentarios bibliográficos";"Categorías";"sub1";"sub2";"sub3";"sub4";"Fuente"
479;"Cotidiano interior";"Devoción";;"El libro que lleva San Ignacio en las manos dice ""Quic uno Hanc Re culam se qut i fue Rint Pax su Per Illos"". Hace alusión a la paz.";479,00;"Juan Pedro López";"San Gabriel Arcángel";"1756";"Hist. Pint Vzuela";16;"Iglesia catedral";"Angeles y arcangeles";"No corresponden los campos de algunas pestañas. Corresponde a la 819.";"Venezuela, Caracas";"No corresponden los campos de algunas pestañas. Corresponde a la 819.";"Azcuenas";"Formato vertical. Blanco y negro. San Gabriel esta de pie sobre una nube, mira al espectador, sostiene en su mano izquierda unos azucenas y levanta la mano derecha.";"Hist. Pint Vzuela";"Ángeles";"Ángeles";"Gabriel";;;318
480;"Sin definir";"Historia Sagrada";"Inferior izquierda";"No";480,00;"Juan Pedro López";"Ángel custodio";"XVIII";"";16;"Iglesia catedral";"Esplendores 30S";"Lb.";"Venezuela, Caracas";"Lb.";"";"Formato vertical. Blanco y negro. Angel de la guarda toma del brazo a su custodiado. Ambos estan de pie sobre nubes. Lo mira y señala el cielo.";"";;;;;;123
481;;;;"";481,00;"Juan Pedro López";"Martirio san Esteban";"XVIII";"";16;"Palacio Arzobispal";;;"Venezuela, Caracas";;"";"";"";;;;;;123
482;;;;"";482,00;"Juan Pedro López";"Virgen de la Merced con San Pedro Nolasco";"1767";"Hist. Pint Vzuela";16;"Colección Roberto García de la Concha";;"";"Venezuela, Caracas";"";"";"";"Hist. Pint Vzuela";"Virgen";"Advocaciones";"Merced";;;318
483;;;;"";483,00;"Juan Pedro López";"Ecce Homo (en el libro “Humildad y Paciencia”)";"XVIII";"";16;"Palacio Arzobispal";;;"Venezuela, Caracas";;"";"";"";"Cristológico";"Pasión";"Preliminares";"Ecce homo";;123
484;;;;"";484,00;"Juan Pedro López";"Virgen de la Luz";"XVIII";"";16;"Consejo Municipal";;"";"Venezuela, Caracas";"";"";"";"";"Virgen";"Advocaciones";"Luz";;;123
485;;;;"";485,00;"Juan Pedro López";"Virgen de Guía";"XVIII";"Ht abrev pin Ve";16;"Colección Manuel Santaella";;"";"Venezuela, Caracas";"";"";"";"Ht abrev pin Ve";"Virgen";"Advocaciones";"Guía";;;123
486;;;;"";486,00;"Juan Pedro López";"Inmaculada";"XVIII";"Hist. Pint Vzuela";16;"Colección Alfredo Machado";;;"Venezuela, Caracas";;"";"";"Hist. Pint Vzuela";"Virgen";"Advocaciones";"Inmaculada";;;318
487;;;;"";487,00;"Bergmuller";"Inmaculada";"XVIII";"";7;"Colección Raul Naas";;;"Venezuela, Caracas";;"";"";"";"Virgen";"Advocaciones";"Inmaculada";"Santos y alegorías";;123
488;;;;"";488,00;"Antonio José Landaeta";"Inmaculada Concepción";"1795";"Arte colonial en Venezuela";16;"Colección Cisneros";;"Colección Manuel Santaella.";"Venezuela, Caracas";"Colección Manuel Santaella.";"";"";"Arte colonial en Venezuela";"Virgen";"Advocaciones";"Inmaculada";;;123
489;;;;"";489,00;"Gaspar Miguel de Berrío";"Patrocinio de José";"1744";"Hist. Pint Vzuela";16;"Iglesia de San Francisco";;;"Chile";;"";"";"Hist. Pint Vzuela";"Virgen";"Vida Virgen";"Sagrada Familia";"José";"Otras San José";360
490;;;;"";490,00;"Antonio José Landaeta";"Inmaculada";"XVIII";"";16;"Iglesia catedral";;;"Venezuela, Caracas";;"";"";"";"Virgen";"Advocaciones";"Inmaculada";;;318
491;;;;"";491,00;"Anónimo";"Virgen de Caracas";"1775";"";16;"Fundación John Boulton";;"Círculo Landaeta.
No aparece la opción en Sub2.";"Venezuela, Caracas";"Círculo Landaeta.
No aparece la opción en Sub2.";"";"";"";"Virgen";"Advocaciones";"Caracas";;;228
492;"Sin definir";"Devoción";;"";492,00;"Anónimo";"Sagrada Familia";"XVIII";"";16;"Colección Leopoldo García";"Hist. Pint Vzuela";"Círculo Landaeta";"Venezuela, Caracas";"Círculo Landaeta";"vara florida y aureola redonda de San José, orce y cetro de Dios Padre, paloma del espiritu santo";"Formato vertical. Blanco y negro. María y José contemplan a Jesús en la cuna. En la parte superior, Dios Padre y el espíritu santo observan la escena de amor.";"";"Virgen";"Vida Virgen";"Sagrada Familia";;;123
493;;;;"";493,00;"Anónimo";"Coronación de la Virgen";"XVIII";"";16;"Iglesia de Ospino";;"Círculo Landaeta";"Venezuela, Ospino";"Círculo Landaeta";"";"";"";"Virgen";"Vida Virgen";"Coronación Eucaristía";;;123
494;;;;"";494,00;"Anónimo";"Coronación de la Virgen";"XVIII";"";16;"Colección Enrique Rohl";;"Círculo Landaeta";"Venezuela, Caracas";"Círculo Landaeta";"";"";"";"Virgen";"Vida Virgen";"Coronación Eucaristía";;;123
495;;;;"";495,00;"Anónimo";"Coronación de la Virgen";"XVIII";"";16;"Colección Carlos Duarte";;"Círculo Landaeta";"Venezuela, Caracas";"Círculo Landaeta";"";"";"";"Virgen";"Vida Virgen";"Coronación Eucaristía";;;123
496;;;;"";496,00;"Anónimo";"Coronación de la Virgen";"XVIII";"";16;"Museo de Arte Sacro";;"Círculo Landaeta";"Venezuela, Caracas";"Círculo Landaeta";"";"";"";"Virgen";"Vida Virgen";"Coronación Eucaristía";;;123
497;;;;"";497,00;"Anónimo";"Virgen de la Merced";"1810";"Hist. Pint Vzuela";16;"Banco Mercantil de Venezuela";;"Círculo Landaeta
Colección Luis Suárez";"Venezuela, Caracas";"Círculo Landaeta
Colección Luis Suárez";"";"";"Hist. Pint Vzuela";"Virgen";"Advocaciones";"Merced";;;318
498;;;;"";498,00;"Anónimo";"Inmaculada";"XVIII";"";16;"Colección Francisco Narváez";;;"Venezuela, Caracas";;"";"";"";"Virgen";"Advocaciones";"Inmaculada";;;123
499;;;;"";499,00;"Anónimo";"Virgen del Carmen";"XVIII";"";16;"Colección Margot Landáez";;"Círculo Landaeta";"Venezuela, Caracas";"Círculo Landaeta";"";"";"";"Virgen";"Advocaciones";"Carmen";;;123
500;;;;"";500,00;"Anónimo";"Juan Rodríguez Felipes";"XVIII";"";16;"Museo de Arte Colonial Quinta de Anauco";;;"Venezuela, Caracas";;"";"";"";;;;;;123
501;;;;"";501,00;"Anónimo";"Obispo Juan Antonio de la Virgen María y Viana";"XVIII";"Ht abrev pin Ve";16;"Iglesia catedral";;;"Venezuela, Caracas";;"";"";"Ht abrev pin Ve";"Secular retrato";"Clérigos";"Obispos";;;123
502;"Terrestre";"Historia Sagrada";;"No";502,00;"José Juárez";"San Lorenzo";"XVIII";"https://www.flickr.com/photos/tachidin/with/14891516763/";16;"Museo Regional Michoacano";"Cat. Munal II";"

Lb.
No corresponden los campos de algunas pestañas. Corresponde a la 1446.";"México, Morelia";"

Lb.
No corresponden los campos de algunas pestañas. Corresponde a la 1446.";"El cetro y e cordero de Cristo, el cetro y la paloma del Espiritu Santo, el cetro y el triángulo  dorado iluminado de Dios Padre.";"Las tres figuras representadas corresponden, en orden de izquierda a derecha, a Cristo, Espiritu Santo y Dios Padre. Bajo ellos, tres angeles sirven de soporte entre las nubes y en la parte inferior lo que parece ser el orbe.";"https://www.flickr.com/photos/tachidin/with/14891516763/";;;;;;231
503;;;;"No";503,00;"Jeremiah Theus";"Mary Broughton (Mrs Isaac Motte)";"1758";"";16;"Gibbes Museum of Art";;"";"EEUU, Charleston";"";"";"";"";;;;;;396
504;;;;"";504,00;"Francisco Lovera";"San José con el niño";"1795";"Hist. Pint Vzuela";16;"Colección José Antonio Calcaño";;;"Venezuela, Caracas";;"";"";"Hist. Pint Vzuela";"Virgen";"Vida Virgen";"Sagrada Familia";"José";"José - niño";318
505;;;;"";505,00;"José Antonio Peñaloza";"Obispo José Antonio García Mohedano";"1802";"Hist. Pint Vzuela";16;"Museo Bolivariano";;;"Venezuela, Caracas";;"";"";"Hist. Pint Vzuela";"Secular retrato";"Clérigos";"Obispos";;;318
506;;;;"";506,00;"Vicente Rodríguez";"Piedad";"XVIII";"";16;"Colección Eloy Pérez";;"";"Venezuela, Caracas";"";"";"";"";"Cristológico";"Pasión";"Viacrucis";"Piedad";;123
507;;;;"";507,00;"Anónimo";"Nuestra Señora de Venezuela";"XVIII";"";16;"Colección Carlos Manuel Moller";;;"Venezuela, Caracas";;"";"";"";;;;;;123
508;;;;"";508,00;"Anónimo";"Brígida Ibarra e Ibarra";"XVIII";"";16;"Colección Mercedes Quintero";;;"Venezuela, Caracas";;"";"";"";;;;;;123
509;;;;"";509,00;"Anónimo";"Sebastián Rodríguez del Toro Marqués del Toro";"XVIII";"";16;"Colección Mercedes Quintero";;;"Venezuela, Caracas";;"";"";"";;;;;;123
510;;;;"";510,00;"Anónimo";"Virgen Dolorosa";"XVIII";"";16;"Colección Luis Suárez";;"";"Venezuela, Caracas";"";"";"";"";"Virgen";"Advocaciones";"Dolorosa";;;123
511;;;;"";511,00;"Anónimo";"Santa Bárbara";"XVIII";"";16;"Colección Alfredo Boulton";;;"Venezuela, Caracas";;"";"";"";;;;;;123
512;;;;"";512,00;"Anónimo";"María Magdalena";"XVIII";"";16;"Colección Luis Suárez";;;"Venezuela, Caracas";;"";"";"";;;;;;123
513;;;;"";513,00;"Anónimo";"Educación de la Virgen";"XVIII";"";16;"Museo Diocesano";;"";"Venezuela, Coro";"";"";"";"";"Virgen";"Vida Virgen";"Educación";;;123
514;;;;"";514,00;"Anónimo";"Virgen de la Luz";"XVIII";"";16;"Colección Oscar d’empire";;"";"Venezuela, Maracaibo";"";"";"";"";"Virgen";"Advocaciones";"Lactación";;;123
515;;;;"";515,00;"Anónimo";"San Agustín";"XVIII";"";16;"Colección Rafael Pissani";;;"Venezuela, Caracas";;"";"";"";"Santos";"Santos";"Padres";"Agustín";;123
516;;;;"";516,00;"Anónimo";"San Gregorio Magno";"XVIII";"";16;"Iglesia de la Concepción";;;"Venezuela, Tocuyo";;"";"";"";;;;;;123
517;;;;"";517,00;"Anónimo";"San Agustín";"XVIII";"";16;"Iglesia de la Concepción";;;"Venezuela, Tocuyo";;"";"";"";"Santos";"Santos";"Padres";"Agustín";;123
518;;;;"";518,00;"Anónimo";"Santo Tomás de Aquino";"XVIII";"";16;"Iglesia de la Concepción";;;"Venezuela, Tocuyo";;"";"";"";;;;;;123
519;;;;"";519,00;"Anónimo";"San Buenaventura";"XVIII";"";16;"Iglesia de la Concepción";;;"Venezuela, Tocuyo";;"";"";"";;;;;;123
520;;;;"";520,00;"Anónimo";"Santa Teresa de Jesús";"XVIII";"";16;"Colección Carlos Duarte";;;"Venezuela, Caracas";;"";"";"";"Santos";"Santas";"Fundadoras";"Teresa";;123
521;;;;"";521,00;"Anónimo";"Santiago Matamoros";"XVIII";"";16;"Iglesia del Rio Tocuyo";;;"Venezuela, Tocuyo";;"";"";"";;;;;;123
522;;;;"";522,00;"Anónimo";"Educación de la Virgen";"XVIII";"";16;"Iglesia del Rio Tocuyo";;"";"Venezuela, Tocuyo";"";"";"";"";"Virgen";"Vida Virgen";"Educación";;;123
523;;;;"";523,00;"Anónimo";"Coronación de la Virgen";"XVIII";"";16;"Iglesia catedral";;"Maestro de Alvarado";"Venezuela, Mérida";"Maestro de Alvarado";"";"";"";"Virgen";"Vida Virgen";"Coronación Eucaristía";;;123
524;;;;"";524,00;"José Lorenzo de Alvarado";"Inmaculada";"XVIII";"Arte colonial en Venezuela";16;"Colección Luis Suárez";;;"Venezuela, Caracas";;"";"";"Arte colonial en Venezuela";"Virgen";"Advocaciones";"Inmaculada";;;123
525;;;;"";525,00;"José Lorenzo de Alvarado";"Virgen del Carmen";"XVIII";"";16;"Colección Carlos Duarte";;"";"Venezuela, Caracas";"";"";"";"";"Virgen";"Advocaciones";"Carmen";;;123
526;"Cotidiano interior";"Historia de los santos";;"";526,00;"José Lorenzo de Alvarado";"Regreso de la huida a Egipto";"XVIII";"";16;"Iglesia del Llano";"Pintura Reinos II";"Creo que es otra representación, como una ""Doble Trinidad"".

No se pudo identificar el pasaje. Revisar.";"Venezuela, Mérida";"Creo que es otra representación, como una ""Doble Trinidad"".

No se pudo identificar el pasaje. Revisar.";"Mitra y capa de Papa, cruz de Jesús, paloma del espíritu santo";"Formato vertical. Blanco y negro. En el centro de la composición la Sagrada familia camina. En la mitad de los padres esta Jesús, a su lado derecho Maria y a su lado izquierdo José. En la parte superior del cuadro Dios Padre y diez ángeles observan a la f";"";;;;;;123
527;;;;"";527,00;"José Lorenzo de Alvarado";"Santo Tomás de Aquino";"XVIII";"";16;"Museo Diocesano";;;"Venezuela, Mérida";;"";"";"";;;;;;123
528;;;;"";528,00;"José Lorenzo de Alvarado";"San Juan Nepomuceno";"XVIII";"";16;"Colección Santiago Hernández";;;"Venezuela, Caracas";;"";"";"";;;;;;123
529;;;;"";529,00;"José Lorenzo de Alvarado";"Obispo Manuel Cándido Torrijos y Rigueyro";"XVIII";"";16;"Museo Diocesano";;;"Venezuela, Mérida";;"";"";"";;;;;;123
546;;;;"";546,00;"Luis Juárez";"San Miguel Arcángel";"1615";"Ángeles y Arcan Esplendores 30S
https://www.flickr.com/photos/tachidin/with/14891516763/";14;"Pinacoteca Virreinal San Diego";;"";"México, México DF";"";"";"";"Ángeles y Arcan Esplendores 30S
https://www.flickr.com/photos/tachidin/with/14891516763/";"Ángeles";"Ángeles";"Miguel";;;72
547;;;;"";547,00;"Miguel Cabrera";"Rafael arcángel";"XVIII";"";16;"Templo de Santa Rosa de Viterbo";;"";"México, Querétaro";"";"";"";"";"Ángeles";"Ángeles";"Rafael";;;62
548;"Terrestre";"Historia Sagrada";;"No";548,00;"José Juárez";"Sagrada Familia del Pájaro";"1660";"";16;"Museo Universitario";"Art & Architect";"Lb.";"México, Puebla";"Lb.";"pieles de San Juan Bautista";"Formato vertical. Color. Sagrada familia reunida en torno a Jesús. La Virgen lo sostiene sobre su cuna, detrás de ella Santa Isabel y San Zacarías y a su lado derecho San José. San Juan Bautista se encuentra jugando con Jesús y unas palomas. En el primer ";"";"Virgen";"Vida Virgen";"Sagrada Familia";;;72
549;;;;"";549,00;"Miguel Cabrera";"María de la Luz Padilla";"1760";"";16;"Brooklyn Museum";;;"México, EEUU";;"";"";"";;;;;;72
550;;;;"";550,00;"Andrés de la Concha";"Adoración de los pastores";"XVI";"";16;"Iglesia de Coixtlahuaca";;"";"México, Oaxaca";"";"";"";"";"Virgen";"Vida Virgen";"Adoración Pastores";;;62
551;;;;"";551,00;"Juan Carreño de Miranda";"Inmaculada Concepción";"1670";"";16;"Hispanic society of america";;;"México, EEUU";;"";"";"";"Virgen";"Advocaciones";"Inmaculada";;;72
552;;;;"";552,00;"Anónimo";"San Eloy en su taller";"XVIII";"";16;"Colección particular";;;"Perú";;"";"";"";;;;;;72
553;;;;"";553,00;"Anónimo";"Inmaculada Buen Aire";"XVII";"";16;"SD";;;"Perú";;"";"";"";"Virgen";"Advocaciones";"Inmaculada";"Tota Pulchra";;228
554;;;;"";554,00;"Anónimo";"Ciudad de México";"XVIII";"";3;"Museo Franz Mayer";;"";"México, México DF";"";"";"";"";;;;;;72
555;;;;"";555,00;"Nicolás Correa";"Bodas de Caná";"XVII";"";25;"Hispanic society of america";;;"México, EEUU";;"";"";"";;;;;;72
556;;;;"";556,00;"Juan González";"Francisco Javier de embarca para el Asia";"1703";"https://www.flickr.com/photos/tachidin/with/14891516763/";14;"Colección particular";;;"México, México DF";;"";"";"https://www.flickr.com/photos/tachidin/with/14891516763/";"Santos";"Santos";"Santos";"Francisco Javier";;194
557;;;;"";557,00;"Miguel González";"La Conquista de México";"XVII";"";3;"Museo Nacional del Virreinato";;"";"México, Tepotzotlán";"";"";"";"";;;;;;72
558;;;;"";558,00;"José de Ibarra";"Apóstoles";"XVIII";"";14;"Pinacoteca Virreinal San Diego";;;"México, México DF";;"";"";"";;;;;;260
559;;;;"";559,00;"Anónimo";"Retrato de una Noble India: Inés de san Agustín";"1757";"";16;"Museo Franz Mayer";;;"México, México DF";;"";"";"";"Secular retrato";"Mujeres-sec";"Indígenas";;;194
560;;;;"";560,00;"Anónimo";"Pira funeraria de El Carmen. Cara 3, detalle 1";"XVIII";"";14;"Museo de Bellas Artes de Toluca";;"Es un detalle.";"México, Toluca";"Es un detalle.";"";"";"";;;;;;317
561;;;;"";561,00;"Cristóbal de Villalpando";"Vista de la Plaza Mayor (det.)";"1699";"";16;"James Methuen Campell";;"Es un detalle";"México, Inglaterra";"Es un detalle";"";"";"";;;;;;231
562;;;;"";562,00;"Miguel Cabrera";"Inmaculada bajo la protección de la Trinidad con Gertrudis, José con el Niño, Juan de Dios y Teresa de Ávila";"1750";"Pintura Reinos 4";;"Museo Soumaya";;;"México, México DF";;"";"";"Pintura Reinos 4";"Virgen";"Advocaciones";"Inmaculada";"Santos y alegorías";;429
563;;;;"";563,00;"Anónimo";"Crucifixión de San Pedro";"XVII";"";16;"Iglesia de San Bernardino";;;"México, Xochimilco";;"";"";"";;;;;;72
564;;;;"";564,00;"Basilio de Santa Cruz Pumacallao";"Presentación en el Templo";"XVII";"PESSCA";16;"Catedral de Cuzco";;"Creo que está mal catalogada en las carpetas, porque es la presentación de Jesús, no de María.";"Perú, Cuzco";"Creo que está mal catalogada en las carpetas, porque es la presentación de Jesús, no de María.";"";"";"PESSCA";;;;;;72
565;;;;"";565,00;"Anónimo";"Ángel de la Guarda";"XVIII";"";16;"Museo de Arte de Filadelfia";;"Está mal titulada la imagen.";"Perú, Cuzco";"Está mal titulada la imagen.";"";"";"";;;;;;296
566;;;;"";566,00;"Juan Correa";"San Andrés Apóstol";"1670-1730";"";16;"Catedral de San José";;;"Guatemala, Antigua";;"";"";"";"Santos";"Santos";"Apóstoles";"Andrés";;208
567;;;;"";567,00;"Juan Rodríguez Juárez";"Desposorio Indígena";"1715";"";16;"Colección particular";;"";"México";"";"";"";"";;;;;;72
568;;;;"";568,00;"José Ribera";"Virgen de Guadalupe";"1778";"";16;"Museo Basílica Guadalupe";;;"México, México DF";;"";"";"";"Virgen";"Advocaciones";"Guadalupe";;;72
569;;;;"";569,00;"Miguel Cabrera";"Juan Diego";"1755";"";16;"Museo Regional de Querétaro";;;"México, Querétaro";;"";"";"";;;;;;72
570;;;;"";570,00;"Miguel Cabrera";"Verdadero retrato del venerable Juan Diego";"1751";"Cat. Revel A.L";16;"Basilica de Guadalupe";;;"México, México DF";;"";"";"Cat. Revel A.L";;;;;;143
571;;;;"";571,00;"Anónimo";"Virgen de la Soledad";"XVII";"";1;"SD";;;"Perú";;"";"";"";"Virgen";"Advocaciones";"Soledad";;;31
572;;;;"";572,00;"Anónimo";"Aparición de San Miguel del milagro a Diego Lázaro";"XVIII";"Flickr";16;"Museo Universidad Autónoma de Puebla";;;"México, Puebla";;"";"";"Flickr";"Secular historia";"Eclesiástica";"Milagros";;;72
573;;;;"";573,00;"Anónimo";"Aparición Virgen Ocotlán a Juan Diego";"XVIII";"";16;"Museo Soumaya";;"";"México, México DF";"";"";"";"";"Virgen";"Advocaciones";"Ocotlán";;;72
574;;;;"";574,00;"Anónimo";"Nicolás de San Luis Montañez";"XVIII";"";16;"Museo Regional de Querétaro";;;"México, Querétaro";;"";"";"";;;;;;72
575;;;;"";575,00;"Anónimo";"Virgen de la Merced";"XVIII";"";16;"Museo de La Merced";;"";"Chile, Santiago";"";"";"";"";"Virgen";"Advocaciones";"Merced";;;360
576;;;;"";576,00;"Luis Lagarto";"La Adoración de los pastores";"1610";"";2;"Colección Mariano Bello";;"Gouache.";"México, Puebla";"Gouache.";"";"";"";"Virgen";"Vida Virgen";"Adoración Pastores";;;72
577;;;;"";577,00;"Juan Correa";"Virgen del Apocalipsis";"1689";"";16;"Museo Nacional del Virreinato";;;"México, Tepotzotlán";;"";"";"";"Virgen";"Advocaciones";"Inmaculada";"Apocalipsis";;231
578;;;;"";578,00;"Luis Lagarto";"La Anunciación";"1611";"";2;"Denver Art Museum";;"Gouache";"México, EEUU";"Gouache";"";"";"";"Virgen";"Vida Virgen";"Anunciación";;;72
579;;;;"";579,00;"Alonso López de Herrera";"Estigmatización de san Francisco (Reverso 0849)";"1639";"Esplendores 30S";13;"Meadows Museum Dallas";;;"México, EEUU";;"";"";"Esplendores 30S";"Santos";"Santos";"Fundadores";"Francisco de Asís";;72
580;;;;"";580,00;"Cristóbal de Villalpando";"El triunfo de la religión";"1686";"";16;"Catedral Metropolitana DF";;"";"México, México DF";"";"";"";"";;;;;;231
581;;;;"";581,00;"Anónimo";"Procesión del Viernes santo en Lima";"1660";"";16;"Iglesia de San Francisco";;;"Perú, Lima";;"";"";"";;;;;;231
582;"Terrestre";"Historia de los santos";;"Si. ""Dice la historia de la vida de la snta: que estando en su huerto cojiendo rosas [---] Divino Ortelano Dios: Entró su Hemano en el huerto y preguntole lo que hacia: [---] se cahian, cuando las de la Rosa con esupendo prodigio quedandose en el ay[re]""";582,00;"Vicente Albán";"Milagro de las rosas prefigurando fundación convento";"1795";"";16;"Monasterio santa Rosa Sta maria";;;"Perú, Lima";;"Hábito, rosas.";"Composición vertical en la que la santa aparece de pie en el centro. Lleva puesto un hábito blanco y sostiene un cesto con rosas. Delante de ella hay una palma y tres materas con plantas: una con rosas, otra con lirios y otra con una planta sin identifica";"";;;;;;242
583;;;;"";583,00;"Baltasar Echave Ibía";"Crucifixión";"1637";"";13;"Denver Art Museum";;;"México, EEUU";;"";"";"";;;;;;72
584;;;;"";584,00;"Alonso López de Herrera";"Inmaculada Concepción";"1640";"https://www.flickr.com/photos/tachidin/with/14891516763/";13;"Hispanic society of america";;;"México, EEUU";;"";"";"https://www.flickr.com/photos/tachidin/with/14891516763/";"Virgen";"Advocaciones";"Inmaculada";"Tota Pulchra";;72
585;;;;"";585,00;"Sebastián López de Arteaga";"Aparición de San Miguel";"XVII";"WEB museo";16;"Denver Art Museum";;"As part of the colonization effort in the Americas, Spaniards founded towns with cathedrals and civic buildings and established mission churches and schools in Indian settlements. Artists emigrated from Europe, particularly from Spain, Flanders, and Italy";"México, EEUU";"As part of the colonization effort in the Americas, Spaniards founded towns with cathedrals and civic buildings and established mission churches and schools in Indian settlements. Artists emigrated from Europe, particularly from Spain, Flanders, and Italy";"";"";"WEB museo";"Ángeles";"Ángeles";"Miguel";;;72
586;;;;"";586,00;"Basilio de Salazar";"Exaltación Franciscana de la Inmaculada Concepción";"1637";"Mus Reg Qutaro
https://www.flickr.com/photos/tachidin/with/14891516763/";16;"Museo Regional de Querétaro";;;"México, Querétaro";;"";"";"Mus Reg Qutaro
https://www.flickr.com/photos/tachidin/with/14891516763/";"Virgen";"Advocaciones";"Inmaculada";"Tota Pulchra";;72
587;;;;"";587,00;"José Juárez";"San Francisco recibiendo la redoma Sagrada";"1658";"";16;"Colección particular";;;"México, México DF";;"";"";"";"Santos";"Santos";"Fundadores";"Francisco de Asís";;72
588;;;;"";588,00;"Anónimo";"Retablo de la Virgen de los Dolores";"XVII";"";14;"Fundación Televisa";;"";"México, México DF";"";"";"";"";"Virgen";"Advocaciones";"Dolorosa";;;72
589;;;;"";589,00;"Juan Correa";"Los cuatro elementos";"1670";"";3;"Museo Franz Mayer";;"";"México, México DF";"";"";"";"";;;;;;72
590;;;;"";590,00;"Juan Correa";"Las artes liberales";"XVII";"";3;"Museo Franz Mayer";;"";"México, México DF";"";"";"";"";;;;;;72
591;;;;"";591,00;"Juan Correa";"San Miguel";"XVII";"https://www.flickr.com/photos/tachidin/with/14891516763/";16;"Museo Franz Mayer";;"";"México, México DF";"";"";"";"https://www.flickr.com/photos/tachidin/with/14891516763/";"Ángeles";"Ángeles";"Miguel";;;72
592;;;;"";592,00;"José Rodríguez Carnero";"San Cristóbal";"XVII";"";1;"Banco Nacional México";;;"México, México DF";;"";"";"";;;;;;94
593;;;;"";593,00;"Manuel de Arellano";"Traslado de la Imagen y estreno del santuario de Guadalupe";"1709";"La Fiesta Mex barroco";16;"Colección Marques de Balbases";;;"México, España";;"";"";"La Fiesta Mex barroco";;;;;;72
594;;;;"";594,00;"Cristóbal de Villalpando";"Adán y Eva en el paraíso";"1689";"";13;"Catedral de Puebla";;"";"México, Puebla";"";"";"";"";;;;;;72
595;;;;"";595,00;"Cristóbal de Villalpando";"Diluvio";"1689";"";13;"Catedral de Puebla";;"";"México, Puebla";"";"";"";"";;;;;;72
596;;;;"";596,00;"Cristóbal de Villalpando";"San Miguel";"XVII";"";16;"Museum of Art Conneticut";;"";"México, EEUU";"";"";"";"";"Ángeles";"Ángeles";"Miguel";;;72
597;;;;"";597,00;"Cristóbal de Villalpando";"Virgen de Aránzazu";"XVII";"";16;"Colegio de la Paz – Vizcainas";;"";"México, México DF";"";"";"";"";"Virgen";"Advocaciones";"Aranzazu";;;72
598;;;;"";598,00;"Cristóbal de Villalpando";"Cena de san Francisco";"XVII";"";16;"Colección particular";;;"México";;"";"";"";"Secular historia";"Eclesiástica";"Historia Eclesíastica";;;72
599;;;;"";599,00;"Cristóbal de Villalpando";"Visión de san Francisco";"XVII";"";16;"Colección particular";;;"México";;"";"";"";"Santos";"Santos";"Fundadores";"Francisco de Asís";;72
600;;;;"";600,00;"Antonio Rodríguez";"Moctezuma";"XVII";"";16;"Museo degli Argenti Florencia";;;"México, Italia";;"";"";"";;;;;;72
601;;;;"";601,00;"Anónimo";"Moctezuma";"XVII";"Imagen Naturales";16;"Museo Nacional de Arte";;;"México, México DF";;"";"";"Imagen Naturales";;;;;;72
602;;;;"";602,00;"Antonio Rodríguez";"Virgen de Guadalupe";"XVII";"";16;"Particular";;"";"México";"";"";"";"";"Virgen";"Advocaciones";"Guadalupe";;;231
603;;;;"";603,00;"Juan Rodríguez Juárez";"Fernando de Alencastre Noroña y Silva duque de Linares y virrey de México";"1717";"Esplendores 30S Mex barroco
Info Web Google Art";16;"Museo Nacional de Arte";;;"México, México DF";;"";"Dentro de nuestro patrimonio artístico sobresale el retrato que Juan Rodríguez Juárez realizó del virrey duque de Linares, quien gobernó la Nueva España de 1711 a 1716. Para hacer el retrato de un hombre de su categoría se encomendó a uno de los mejores p";"Esplendores 30S Mex barroco
Info Web Google Art";;;;;;72
604;"Sin definir";"Historia Sagrada";;"No";604,00;"Juan Rodríguez Juárez";"Huida a Egipto";"XVIII";"Ángeles y Arcángeles";16;"Museo Regional de Querétaro";"Lucia Qurejazu";;"México, Querétaro";;"Manto azul de la Virgen María";"Formato horizontal. Color. María con Jesús en sus brazos monta el burro/asno en el centro del cuadro mientras lo amamanta. A su lado derecho San José observa el momento y sostiene su bastón con la mano derecha. Dos ángeles tiran de las cuerdas del asno y ";"Ángeles y Arcángeles";"Virgen";"Vida Virgen";"Egipto";"Huída";;72
605;"Sin definir";"Historia Sagrada";;"No";605,00;"Juan Patricio Morlete Ruiz";"Cristo Confortado";"XVIII";"Cat. Revel A.L
https://www.flickr.com/photos/tachidin/with/14891516763/";16;"Museo Nacional de Arte";"Tesor Pinac Virr Cat. Revel A.L";;"México, México DF";;"Jesús: desnudez, peinado y barba, flagelación espalda";"Composición horizontal, imagen a color. En el centro se encuentra Jesús a punto de caer, sostenido por un ángel. Jesús está desnudo, la espalda muestra la carne viva, una tela blanca cubre su sexo, detrás de suyo hay una columna cuaya altura llega hasta l";"Cat. Revel A.L
https://www.flickr.com/photos/tachidin/with/14891516763/";;;;;;260
606;;;;"";606,00;"José de Ibarra";"Mujer del Apocalipsis";"XVIII";"Cat. Munal II";16;"Iglesia de San Felipe Neri La Profesa";;;"México, México DF";;"";"";"Cat. Munal II";;;;;;72
