"Id";"Escenario";"TipoRelato";"NombreDonante";"Cartela";"Simbolos";"Id Imagen";"Autor";"Titulo";"Fecha";"ComentariosBiblio";"Técnica";"ProcedenciaIm";"Fuenteimagen";"Ciudad";"Anotaciones";"Id Relato - Personaje";"Id Pasaje";"Atributos iconográficos";"Personajes excluidos";"Sintesis"
337;;;;0;;1961;"Antonio de Campo";"Camilo de lelis";"XVII";;"Óleo sobre tela";"Iglesia San Ignacio";"Inventario Iglesia de San Ignacio: Jaime Borja";"Colombia, Bogotá";;;;;;
338;;;;0;;1664;"Anónimo";"Camino de León Nuestra Señora";"XVIII";;"Óleo sobre tela";"Palacio Arzobispal";"VALLIN, Rodolfo, Laura Vargas. Iglesia de San Juan de Dios. Bogotá: Arquidiócesis de Bogotá, 2004.";"Colombia, Bogotá";;;;;;
339;;;;0;;470;"Gregorio Vásquez de Arce y Ceballos";"Campo de los Madianitas";"1690";;"Óleo sobre tela";"Capilla Sagrario";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"2";;;;;
340;;;;0;;1209;"Gregorio Vásquez de Arce y Ceballos";"Cananea Rabah ocultando a espías judíos ";"XVII";;"Óleo sobre tela";"Colección particular";"Colección Museo Colonial";"Colombia, Bogotá";"141";;;;;
341;;;;0;;1072;"Anónimo";"Bárbara";;"p";"Óleo sobre tela";;"Fotografía Escuela de Restauración Universidad Externado";"Colombia";"11806";;;;;
342;;;;0;;1148;"Anónimo";"Canéfora en el camarín";;;"Pintura mural";"Iglesia Santa Bárbara";"VALLIN, Rodolfo. Imágenes bajo cal y pañete. El sello editorial. Museo de arte moderno. Fiducafe, 2000.";"Colombia, Bogotá";;;;;;
343;"Terreste";"Escena única";;0;"Escudo del Carme-
Corona-";263;"Anónimo ";"Carmen Nuestra Señora del acoge comunidades carmelitas";"XVII";;"Óleo sobre tela";"Iglesia Santa Bárbara";"Museo de Arte Colonial. Revelaciones, pintores de Santa Fe en tiempos de la colonia. Bogotá: 1989.";"Colombia, Bogotá";"María Cristina Pérez";;;;;"Obra religiosa en formato vertical, en la que aparece la virgen del Carmelo protegiendo a los religiosos de su orden. La Virgen se encuentra de pie, de semiperfil derecho, mirada dirigida hacia el espectador, cabeza inclinada a la derecha. Tiene el cabello largo, los ojos negros, la frente amplia, las mejillas rosadas y los labios rojos. Viste un traje café oscuro, una corona dorada, (en el pecho un escapulario con la imagen de la orden carmelita) y un manto blanco (con un pendiente en el cuello), debajo del cual se hallan varios personajes: en la parte derecha hay seis religiosos y en la izquierda siete monjas. Todos estos personajes (entre los que se pueden distinguir San Simón Stock y Santa Teresa) están de rodillas, con las manos en el pecho y la mirada proyectada sobre la Virgen o en el suelo."
344;;;;0;;1559;"Anónimo";"Carmen protección Virgen de";"XVII";;"Óleo sobre tela";"Convento Carmelitas descalzas";"FAJARDO de Rueda, martha, Alvarez White,  Maria cecilia, Gonzalez de Cala Marina, Baron Julio Cesar. Tesoros artísticos del convento de las carmelitas descalzas de Santafe de Bogotá: Universidad Nacional, Convenio Andres Bello, 2005.";"Colombia, Bogotá";;;;;;
345;;;;0;;1216;"Anónimo";"Carmen Virgen";"XVII";;"Óleo sobre tela";"Museo del Carmen";"Fotografía Escuela de Restauración Universidad Externado";"Colombia, Villa de Leiva";;;;;;
346;;;;0;;1641;"Baltasar Vargas de Figueroa";"Carmen Virgen como protectora de la orden del Carmelo";"XVIII";;"Óleo sobre tela";"Museo colonial";"Fotografía Jaime Borja";"Colombia, Bogotá";;;;;;
347;;;;0;;1640;"Anónimo";"Carmen Virgen impone habito a Simón Stock";;;"Óleo sobre tela";"Museo colonial";"Fotografía Jaime Borja";"Colombia, Bogotá";;;;;;
348;;;;0;;1662;"Anónimo";"Catalina";"XVII";;"Óleo sobre tela";"Palacio Arzobispal";"VALLIN, Rodolfo, Laura Vargas. Iglesia de San Juan de Dios. Bogotá: Arquidiócesis de Bogotá, 2004.";"Colombia, Bogotá";;;;;;
349;;;;0;;1974;"Anónimo";"Catalina";"XVIII";;"Óleo sobre tela";"Iglesia San Ignacio";"Inventario Iglesia de San Ignacio: Jaime Borja";"Colombia, Bogotá";;;;;;
350;"Terreste";"Escena única";;0;"Corona-
Anillo-";327;"Baltasar Vargas de Figueroa";"Catalina Alejandría Desposorios";"1666";"p";"Óleo sobre tela";"Museo Santa Clara";"GUTIÉRREZ Vallejo, Jaime. Iglesia Museo Santa Clara. Catálogo de la Colección. Bogotá: Instituto Colombiano de Cultura, 1995.";"Colombia, Bogotá";"122 María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;"Representación religiosa, en formato vertical, de los desposorios de Santa Catalina de Alejandría. En primera instancia, se observa a la santa de rodillas, cuerpo entero, semiperfil derecho, mirada dirigida hacia el niño Jesús. Tiene un vestido largo rosado, un manto blanco con estampados dorados y una especie de corona sobre su cabeza. A su lado imponiendo un anillo en su mano izquierda, el niño Jesús y la Virgen María. La Virgen se encuentra de cuerpo entero, de pie, llevando entre sus brazos al niño. A sus pies, cuatro ángeles con un pedazo de tela y unos pequeños objetos en su superficie (Tal vez anillos, no es muy claro).  A su espalda tres personajes: dos miran la escena y  un tercero tiene sus manos extendidas hacia arriba. Asimismo, en la parte superior-derecha dos angelitos entre un conjunto de nubes"
351;;;;0;;1379;"Anónimo";"Catalina de Alejandría";"XVII";"p";"Óleo sobre tela";"Iglesia de Sutatausa";"Fotografía Jaime Borja";"Colombia, Sutatausa";"María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;
352;;;;0;;1085;"Anónimo";"Catalina de Alejandría";;"p";"Pintura mural";"Iglesia de Sutatausa";"VALLIN, Rodolfo. Imágenes bajo cal y pañete. El sello editorial. Museo de arte moderno. Fiducafe, 2000.";"Colombia, Sutatausa";"María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;
353;;;;0;;1848;"Anónimo";"Catalina de Alejandría ";"XVII";;"Óleo sobre tela";;"Fotografía Escuela de Restauración Universidad Externado";"Colombia";"Confirmar autor María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;
354;;;;0;;944;"Anónimo";"Catalina de Alejandría";"XVII";"p";"Óleo sobre tela";"Colección Órden Agustina";"VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.";"Colombia, Bogotá";"María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;
355;;;;0;;1462;"Anónimo";"Catalina de Alejandría";"XVII";"p";"Óleo sobre madera";"Colección Órden Agustina";"VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.";"Colombia, Bogotá";"María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;
356;;;;0;;607;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Alejandría ";"XVII";"p";"Óleo sobre tela";"Colección particular";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"375 María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;
357;;;;0;;519;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Alejandría ";"XVII";"p";"Óleo sobre tela";"Colección particular";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"150 María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;
358;;;;0;;489;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Alejandría";"XVII";"p";"Óleo sobre tela";"Capilla Sagrario";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"17  María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;
359;"Terreste";"Escena única";;0;"Palma-mártirio
Espada-mártirio";177;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Alejandría";"1689";"p";"Óleo sobre tela";"Iglesia Santo Domingo";"MATEUS CORTES, Gustavo. Tesoros de Tunja. El arte de los siglos XVI-XVII-XVIII. Bogotá: Litografía Arco, 1989.";"Colombia, Tunja";"502 María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;"Representación religiosa en formato vertical, en la que se muestra la huida a Egipto de la Virgen María, San José y el Niño Jesús. En un primer plano aparece la Virgen con su cuerpo inclinado hacia adelante, cogiendo la mano del niño. Ésta lleva un vestido rosado, un velo blanco y un manto azul. El niño tiene sus brazos extendidos y en su mano derecha lleva una manzana. Viste una túnica rosada, un manto rojo y calza unas sandalias cafés. Estos dos personajes  están acompañados por ángel –de espaldas al espectador-,  que lleva las riendas de una mula gris con pasto en su boca. Este animal se encuentra acompañado por  san José y un ángel. El santo tiene su cabeza inclinada hacia su hombro izquierdo y su mirada dirigida hacia el burro. Lleva un gorro azul y rojo, una túnica verde y un manto café, además de un bastón en su espalda. El ángel, que mira hacia el espectador, tiene cabello corto, ojos negros, mejillas rosadas y labios rojos, además posee una túnica verde. De otro lado, en la parte superior se encuentran cuatro ángeles jugando en el cielo, quienes dejan caer rosas sobre la familia de Nazaret.  En otro plano y como fondo de la representación, hay una casa, montañas, palmas, arbustos y nubes"
360;;;;0;;1297;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Alejandría ";"XVII";"Pizano: Vásquez";"Óleo sobre tela";"Museo de Antioquia";"Colección Museo de Antioquia";"Colombia, Medellín";"María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;
361;;;;0;;1296;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Alejandría ";"XVII";"p";"Óleo sobre tela";"Iglesia La Calera";"MENDOZA Varela, Eduardo. Dos siglos de pintura colonial colombiana. Bogotá: ediciones el sol y la luna, 1966.";"Colombia, La Calera";"216 María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;
362;;;;0;;943;"Anónimo";"Catalina de Alejandría";"XVII";"p";"Óleo sobre madera";"Colección Órden Agustina";"VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.";"Colombia";"María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;
363;"Terreste";"Historiada";;0;"Rueda-
Palma- 
Espada-
Corona-";309;"Anónimo";"Catalina de Alejandría";"XVII";"p";"Óleo sobre tela";"Museo Santa Clara";"GUTIÉRREZ Vallejo, Jaime. Iglesia Museo Santa Clara. Catálogo de la Colección. Bogotá: Instituto Colombiano de Cultura, 1995.";"Colombia, Bogotá";"María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;"Representación religiosa de santa Catalina de Alejandría. La santa está de pie, cuerpo entero, semiperfil derecho, mirada dirigida al espectador. Tiene los ojos negros, la nariz aguileña, la frente amplia y los labios pequeños. Lleva puesto un traje largo bordado en el cuello y un manto oscuro con estampados blancos. Sobre su cabeza se observa una corona. En su mano derecha sustenta una palma, mientras la izquierda reposa sobre su pecho. A la altura de su cintura lleva una espada y a su lado una rueda con punzas."
364;"Paisaje";"Escena única";;0;"Espada-
Palma-
Corona-";394;"Baltasar Vargas de Figueroa";"Catalina de Alejandría";"XVII";"p";"Óleo sobre madera";"Museo Santa Clara";"GUTIÉRREZ Vallejo, Jaime. Iglesia Museo Santa Clara. Catálogo de la Colección. Bogotá: Instituto Colombiano de Cultura, 1995.";"Colombia, Bogotá";"144 María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;"Representación religiosa en formato vertical de Santa Catálina  de Alejandría. La santa está de pie, cuerpo entero, semiperfil derecho, mirada proyectada hacia la parte izquierda-superior. Tiene el cabello largo, los ojos negros, las mejillas rosadas y los labios rojos.  Lleva un vestido rojo,  un manto café,  una corona, una palma  y una espada entre sus manos. La escena se desarrolla en un paisaje, en el cual se destacan pequeñas montañas, algunos arbustos y el  cielo azul."
365;;;;0;;1032;"Baltasar Vargas de Figueroa";"Catalina de Alejandría";"XVII";"p";"Óleo sobre tela";"Colección Arquidiócesis de Bogotá";"RESTREPO. Fernando. Los Figueroa: aproximación a su época y a su pintura. Bogotá: Villegas Editores, 1986.";"Colombia, Bogotá";"125 María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;
366;;;;0;;315;"Anónimo";"Catalina de Alejandría";"XVII";"p";"Óleo sobre tela";"Museo Santa Clara";"GUTIÉRREZ Vallejo, Jaime. Iglesia Museo Santa Clara. Catálogo de la Colección. Bogotá: Instituto Colombiano de Cultura, 1995.";"Colombia, Bogotá";"María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;
367;"Urbano";"Escena única";;0;"Corona-
Espada-";353;"Anónimo";"Catalina de Alejandría";"XVII";"p";"Óleo sobre tela";"Museo Santa Clara";"GUTIÉRREZ Vallejo, Jaime. Iglesia Museo Santa Clara. Catálogo de la Colección. Bogotá: Instituto Colombiano de Cultura, 1995.";"Colombia, Bogotá";"María Cristina Pérez";36;;"A veces figura junto a las vírgenes Bárbara y Margarita, y lleva la corona del martirio. A menudo es representada con la o las ruedas de su suplicio rotas. Se representa también su matrimonio místico con el niño Jesús en los brazos de María.";;"Representación religiosa de santa Catalina de Alejandría. La santa está de pie, cuerpo entero, semiperfil izquierdo, mirada proyecta hacia la parte superior-derecha. Tiene los ojos negros, la nariz aguileña, la frente amplia y los labios rosados. Lleva puesto un traje blanco con delicados bordeados y un manto azul con rojo. Sobre su cabeza se observa una corona. En su mano izquierda  sustenta una palma, mientras la derecha reposa sobre su pecho. En la parte inferior-izquierda, se encuentra en el suelo una espada. Como fondo de la representación, se puede observar: unas cortinas rojas, algunas columnas, pequeñas montañas y un conjunto de arboles."
368;;;;0;;1730;"Gaspar de Figueroa";"Catalina de Alejandría confirmar";"XVII";;"Óleo sobre madera";"Museo Santa Clara";"Colección Museo Santa Clara";"Colombia, Bogotá";;;;;;
369;;;;0;;640;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Alejandría Degollación";"XVII";"p";"Óleo sobre tela";"Catedral de Bogotá";"BORJA GOMEZ, Jaime Humberto; Toquita Constanza. El Cuerpo y la Mística. Las visiones de Jerónima. Bogotá: Museo de Arte Colonial, 2003.";"Colombia, Bogotá";"504";;;;;
370;;;;0;;732;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Alejandría Desposorio";"XVII";"p";"Óleo sobre madera";"Museo colonial";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"319";;;;;
371;;;;0;"Rueda del martirio - Martirio";1301;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Alejandría Desposorio";"XVII";"p
El tema oculto, está relacionado con el doble martirio: Jesús niño, futuro rey de los mártires, es adorado por una mártir. Esta toma el instrumento de su tortura, mientras que con la otra el pie, símbolo de humildad que recuerda el Lavatorio, escena de la pasión.
Bodas como tema, ocultamiento por desengaño de la temática. La rueda. Toca los pies. Tema anteceder la pasión y el martirio. Imitación de cristo en su muerte. Contacto José. Tono verde del manto de la virgen. Ángeles y querubines";"Óleo sobre madera";"Museos Banco de la República";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"503";36;;"Manto y túnica de las vírgenes, muchas veces con corona. Atributo principal la rueda rota con púas, espada en la mano. El anillo de los desposorios.";;"Representación de la sagrada Familia, en la cual aparece José y la Virgen, ofreciendo el niño a Catalina de Alejandría. Esta imagen hace alusión a la conocida escena de las Bodas místicas de Catalina, de la cual existen otras versiones de Vásquez. En las escena, La virgen sostiene al niño, que con los brazos abiertos mira a la santa. Mientras tanto, José apoya su mano sobre el hombro de la santa mientas dirige su mirada hacia el niño. Tiene vestido (verde) y manto rojo. Por su parte la santa está de rodillas, vestida de verde con capa amarilla forrado de armiño, para caracterizar su linaje. Una mano apoyada sobre la rueda de su martirio, mientras que la izquierda toma el pie del infante. Detrás de san José hay un paisaje, mientras que a espaldas de la virgen, un trono de ángeles. De su cabeza hay aureola que desprende luz amarilla."
372;;;;0;;491;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Alejandría Desposorios místicos de Santa";"XVII";"p";"Óleo sobre tela";"Capilla Sagrario";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"15";;;;;
373;;;;0;;479;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Alejandría Juicio a ";"XVII";"a";"Óleo sobre tela";"Catedral de Bogotá";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"44";;;;;
374;;;;0;;900;"Anónimo";"Catalina de Alejandría Martirio de";"XVII";"p";"Óleo sobre tela";"Colección Órden Agustina";"VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.";"Colombia";;;;;;
375;;;;0;;1300;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Alejandría Y Nepomuceno ";"XVII";"a";"Óleo sobre tela";"Catedral de Bogotá";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"47 Nepomuceno";;;;;
376;"Terreste";"Escena única";;0;"Cruz-
Clavos (3)
_______.";303;"Baltasar Vargas de Figueroa";"Catalina de Bolonia";"XVII";"p";"Óleo sobre madera";"Museo Santa Clara";"GUTIÉRREZ Vallejo, Jaime. Iglesia Museo Santa Clara. Catálogo de la Colección. Bogotá: Instituto Colombiano de Cultura, 1995.";"Colombia, Bogotá";"144. María Cristina Pérez";135;;;;"Imagen religiosa de santa Catalina de Boloña. La santa se haya de cuerpo entero, de pie, semiperfil izquierdo, mirada dirigida hacia arriba. Posee un traje largo y un manto oscuro que cubre la totalidad de su cuerpo, además de un velo negro sobre su cabeza. Su mano derecha permanece extendida hacia arriba sustentando un _______, mientras en la izquierda lleva una cruz de madera con tres clavos en parte inferior. En la parte superior-derecha, está un ángel entre una nube llevando un traje rosado y la izquierda una especie de mesa o cajón. Como fondo de la composición árboles y el cielo azul."
377;"Terreste";"Escena única";;1;"Cruz-
Calavera-
Libro-";88;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Ricci";"XVII";"p";"Óleo sobre tela";"Capilla Sagrario";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"29 María Cristina Pérez";33;;"Está representada con estigmas, como santa Catalina de Siena, una corona de espinas y un anillo.";;"Pintura de tema religioso en formato vertical, compuesta por  tres planos. En primer lugar,  dos figuras: un hombre y una mujer; ambos personajes ocupan el centro de la  representación,  están de cuerpo entero y de pie. La mujer  tiene sus ojos negros (dirigidos al hombre), los labios rosados y la frente amplia. Lleva un traje negro y una camisa blanca de la que sólo se observan los puños; así como el cuello blanco y un manto negro sobre su cabeza. Sus manos se encuentran ligeramente flexionadas hacia arriba, intentando  ayudar al hombre que lleva una pesada cruz. Éste  posee el cabello largo, barba oscura, ojos negros y labios rojos;  igualmente viste un traje gris largo que se ciñe a la cintura  y posee un  lazo café que baja desde el cuello, haciendo un pequeño nudo en el pecho. Lleva una corona de espinas que lastima parte de su cabeza, además tiene en las piernas y las palmas de las manos unas pequeñas heridas. Este hombre se encuentra sobre una nube gris y observa, con el rostro un poco cansado, a la mujer que lo acompaña. En segundo lugar,  en la parte superior  y sobre un conjunto de nubes de forma circular, dos  ángeles  de cuerpo entero, sedantes, cabello café, ojos negros y labios rojos; llevan pequeñas mantas sobre sus cuerpos y en sus manos algunos objetos de la crucifixión de Jesús. El de la izquierda, posee tres clavos medianos y al parecer dos lanzas; mientras el de la derecha ________________. Encima de estos personajes y entre las nubes, dos rostros con alas en el cuello. En tercer lugar, un fondo amarillo y naranja."
378;;;;0;;1298;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Siena ";"XVII";"p";"Óleo sobre tela";"Colección particular";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"518";;;;;
379;;;;0;;1299;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Siena ";"XVII";"p";"Óleo sobre tela";"Catedral de Bogotá";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"54";;;;;
380;;;;0;;564;"Gregorio Vásquez de Arce y Ceballos";"catalina de Siena Impresión de las llagas a";"XVII";"p";"Óleo sobre tela";"Colección particular";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"280";;;;;
381;;;;0;;784;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Siena Muerte de";"XVII";"p";"Óleo sobre tela";"Museo colonial";"Instituto Colombiano de Cultura y Museo de Arte Colonial. Gregorio Vasquez de Arce y Ceballos. Coleccion de obras. Bogotá: MAC, 1996.";"Colombia, Bogotá";;;;;;
382;;;;0;;1314;"Gregorio Vásquez de Arce y Ceballos";"Catalina de Siena Traslación del cuerpo";"XVII";"p";"Óleo sobre tela";"Catedral de Bogotá";"PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986";"Colombia, Bogotá";"58";;;;;
383;;;;0;;1694;"Anónimo";"Catarina de Palencia";"XVII";;"Óleo sobre tela";"Colección Órden Agustina Recoletos";"AA.VV. Huellas de la Recoleccion. Agustinos recoletos IV Centenario. Bogotá: Panamerica, 2005.";"Colombia";;;;;;
384;;;;0;;926;"Anónimo";"Cayetano";"XVIII";;"Óleo sobre tela";"Colección Órden Agustina";"VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.";"Colombia";"María Cristina Pérez";13;;"La iconografía de Cayetano comenzó poco después de su muerte, y ya en el proceso apostólico, durante una inspección efectuada en San Paolo Maggiore, en la capilla donde se encontraba el cuerpo del religioso. También aparece en libros devotos impresos en los cuales es representado mientras mira la imagen de un Cristo en su mano derecha y en la mano izquierda sostiene un libro abierto con las palabras: servate et facite, y una paloma y rayos, vuelto hacia la derecha.";;
385;;;;0;;1208;"Baltasar Vargas de Figueroa";"Cayetano ";"XVII";;"Óleo sobre tela";"Colección particular";"RESTREPO. Fernando. Los Figueroa: aproximación a su época y a su pintura. Bogotá: Villegas Editores, 1986.";"Colombia";"113 María Cristina Pérez";13;;"La iconografía de Cayetano comenzó poco después de su muerte, y ya en el proceso apostólico, durante una inspección efectuada en San Paolo Maggiore, en la capilla donde se encontraba el cuerpo del religioso. También aparece en libros devotos impresos en los cuales es representado mientras mira la imagen de un Cristo en su mano derecha y en la mano izquierda sostiene un libro abierto con las palabras: servate et facite, y una paloma y rayos, vuelto hacia la derecha.";;
386;"Celeste";"Escena única";;1;"Libro-
Lirio-";125;"Anónimo";"Cayetano";"XVIII";;"Óleo sobre tela";"Colección Órden Agustina";"VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.";"Colombia";"María Cristina Pérez";13;;"La iconografía de Cayetano comenzó poco después de su muerte, y ya en el proceso apostólico, durante una inspección efectuada en San Paolo Maggiore, en la capilla donde se encontraba el cuerpo del religioso. También aparece en libros devotos impresos en los cuales es representado mientras mira la imagen de un Cristo en su mano derecha y en la mano izquierda sostiene un libro abierto con las palabras: servate et facite, y una paloma y rayos, vuelto hacia la derecha.";;
