Id;Escenario;TipoRelato;NombreDonante;Cartela;Simbolos;Id Imagen;Autor;Titulo;Fecha;ComentariosBiblio;Técnica;ProcedenciaIm;Fuenteimagen;Ciudad;Anotaciones;Id Relato - Personaje;Id Pasaje;Atributos iconográficos;Personajes excluidos;Sintesis
378;;;;FALSE;;1298;Gregorio Vásquez de Arce y Ceballos;Catalina de Siena ;XVII;p;Óleo sobre tela;Colección particular;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;518;;;;;
379;;;;FALSE;;1299;Gregorio Vásquez de Arce y Ceballos;Catalina de Siena ;XVII;p;Óleo sobre tela;Catedral de Bogotá;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;54;;;;;
380;;;;FALSE;;564;Gregorio Vásquez de Arce y Ceballos;catalina de Siena Impresión de las llagas a;XVII;p;Óleo sobre tela;Colección particular;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;280;;;;;
381;;;;FALSE;;784;Gregorio Vásquez de Arce y Ceballos;Catalina de Siena Muerte de;XVII;p;Óleo sobre tela;Museo colonial;Instituto Colombiano de Cultura y Museo de Arte Colonial. Gregorio Vasquez de Arce y Ceballos. Coleccion de obras. Bogotá: MAC, 1996.;Colombia, Bogotá;;;;;;
382;;;;FALSE;;1314;Gregorio Vásquez de Arce y Ceballos;Catalina de Siena Traslación del cuerpo;XVII;p;Óleo sobre tela;Catedral de Bogotá;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;58;;;;;
383;;;;FALSE;;1694;Anónimo;Catarina de Palencia;XVII;;Óleo sobre tela;Colección Órden Agustina Recoletos;AA.VV. Huellas de la Recoleccion. Agustinos recoletos IV Centenario. Bogotá: Panamerica, 2005.;Colombia;;;;;;
384;;;;FALSE;;926;Anónimo;Cayetano;XVIII;;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia;María Cristina Pérez;13;;La iconografía de Cayetano comenzó poco después de su muerte, y ya en el proceso apostólico, durante una inspección efectuada en San Paolo Maggiore, en la capilla donde se encontraba el cuerpo del religioso. También aparece en libros devotos impresos en l;;
385;;;;FALSE;;1208;Baltasar Vargas de Figueroa;Cayetano ;XVII;;Óleo sobre tela;Colección particular;RESTREPO. Fernando. Los Figueroa: aproximación a su época y a su pintura. Bogotá: Villegas Editores, 1986.;Colombia;113 María Cristina Pérez;13;;La iconografía de Cayetano comenzó poco después de su muerte, y ya en el proceso apostólico, durante una inspección efectuada en San Paolo Maggiore, en la capilla donde se encontraba el cuerpo del religioso. También aparece en libros devotos impresos en l;;
386;Celeste;Escena única;;TRUE;"Libro-
Lirio-";125;Anónimo;Cayetano;XVIII;;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia;María Cristina Pérez;13;;La iconografía de Cayetano comenzó poco después de su muerte, y ya en el proceso apostólico, durante una inspección efectuada en San Paolo Maggiore, en la capilla donde se encontraba el cuerpo del religioso. También aparece en libros devotos impresos en l;;
387;Onírico;Escena única;;FALSE;"Sombrero-
Rosa-
Azucenas-
Libro-";293;Anónimo ;Cayetano;XVIII;;Óleo sobre tela;Iglesia Santa Bárbara;BORJA, Jaime. Arte Sacro. 450 años, Arquidiócesis de Bogotá. Bogotá: Consuelo Mendoza ediciones, 2012.;Colombia, Bogotá;María Cristina Pérez;13;;La iconografía de Cayetano comenzó poco después de su muerte, y ya en el proceso apostólico, durante una inspección efectuada en San Paolo Maggiore, en la capilla donde se encontraba el cuerpo del religioso. También aparece en libros devotos impresos en l;;Representación religiosa de san Cayetano. El santo se encuentra de pie, cuerpo entero, semiperfil derecho, mirada dirigida hacia arriba. Tiene el cabello corto, los ojos negros, la frente amplia y la barba oscura. Posee una túnica larga, un gorro negro, u
388;Terreste;Escena única;;TRUE;"Azucena-
Cordero-";98;Anónimo;Cayetano;XVII;;Óleo sobre madera;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia, Bogotá;María Cristina Pérez;13;;La iconografía de Cayetano comenzó poco después de su muerte, y ya en el proceso apostólico, durante una inspección efectuada en San Paolo Maggiore, en la capilla donde se encontraba el cuerpo del religioso. También aparece en libros devotos impresos en l;; Pintura de tema religioso en formato vertical, en la  que se observan cuatro planos. En el primero, una especie de camarín, está conformado por dos columnas y una moldura de madera que enmarca la imagen central, la cual posee en la parte inferior una ins
389;;;;FALSE;;706;Joaquín Gutiérrez;Cayetano Lactación de san;XVIII;;Óleo sobre tela;Iglesia San Juan Dios;VALLIN, Rodolfo, Laura Vargas. Iglesia de San Juan de Dios. Bogotá: Arquidiócesis de Bogotá, 2004.;Colombia, Bogotá;Cat SJ de Dios es anónimo;13;;;;
390;;;;FALSE;;925;Anónimo;Cayetano patriarca;XVIII;;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia;;13;;;;
391;;;;FALSE;;497;Gregorio Vásquez de Arce y Ceballos;Cena Eucarística;1690;;Óleo sobre tela;Capilla Sagrario;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;7;;;;;
392;;;;FALSE;;824;Baltasar de Figueroa;Circuncisión;XVII;;Óleo sobre tela;Iglesia de Monguí;RESTREPO. Fernando. Los Figueroa: aproximación a su época y a su pintura. Bogotá: Villegas Editores, 1986.;Colombia, Turmequé;11;;;;;
393;;;;FALSE;;803;Baltasar Vargas de Figueroa;Circuncisión ;XVII;;Óleo sobre tela;Colección particular;RESTREPO. Fernando. Los Figueroa: aproximación a su época y a su pintura. Bogotá: Villegas Editores, 1986.;Colombia, Bogotá;36;;;;;
394;;;;FALSE;;1702;José Arriaga;Circuncisión de Jesús;XVIII;;Óleo sobre tela;Colección Órden Agustina Recoletos;AA.VV. Huellas de la Recoleccion. Agustinos recoletos IV Centenario. Bogotá: Panamerica, 2005.;Colombia;;;;;;
395;;;;FALSE;;1252;Anónimo;Cirilo de Constantinopla;XVIII;;Óleo sobre tela;Museo del Carmen;Fotografía Escuela de Restauración Universidad Externado;Colombia, Villa de Leiva;;;;;;
396;Terreste;Historiada;;FALSE;"Corona de flores-
Báculo-
Custodia-";406;Gaspar de Figueroa;Clara de Asís;XVII;p;Óleo sobre tela;Museo Santa Clara;GUTIÉRREZ Vallejo, Jaime. Iglesia Museo Santa Clara. Catálogo de la Colección. Bogotá: Instituto Colombiano de Cultura, 1995.;Colombia, Bogotá;66. María Cristina Pérez;113;;Usualmente se le representa con la indumentaria de las religiosas franciscanas, con un cordel de tres nudos. En el siglo XV, lleva en ocasiones un manto rayado de penitente. Las escenas representadas más a menudo son: san francisco le corta los cabellos y;;Imagen religiosa en formato vertical de santa Clara de Asís. La santa está de pie, cuerpo entero, semiperfil izquierdo, mirada proyectada sobre el espectador. Posee los ojos negros, mejillas rosadas, labios rojos y frente amplia. Lleva puesto un traje gri
397;;;;FALSE;;945;Anónimo;Clara de Asís;XVII;p;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia, Bogotá;;;;;;
398;Terreste;Fragmento;;FALSE;Panes-;207;Anónimo;Clara de Asís  (Detalle) Papa presencia la bendición de los panes por Santa;1780;a;Óleo sobre tela;Convento Santa Clara;MATEUS CORTES, Gustavo. Tesoros de Tunja. El arte de los siglos XVI-XVII-XVIII. Bogotá: Litografía Arco, 1989.;Colombia, Tunja;María Cristina Pérez;113;;Usualmente se le representa con la indumentaria de las religiosas franciscanas, con un cordel de tres nudos. En el siglo XV, lleva en ocasiones un manto rayado de penitente. Las escenas representadas más a menudo son: san francisco le corta los cabellos y;;realiza Santa Clara de Asís de un conjunto de panes. En un primer plano, se encuentra el papa de pie, cuerpo entero, semiperfil derecho, mirada dirigida hacia el horizonte. Lleva puesto un traje rojo, una túnica blanca, un manto rojo con estampados blanco
399;Terreste;Escena única;;FALSE;"Rosas-
Aureola-
Capa-";208;Anónimo;Clara de Asís (Det) Muerte de Santa;1780;p;Óleo sobre tela;Convento Santa Clara;MATEUS CORTES, Gustavo. Tesoros de Tunja. El arte de los siglos XVI-XVII-XVIII. Bogotá: Litografía Arco, 1989.;Colombia, Tunja;María Cristina Pérez;113;;Usualmente se le representa con la indumentaria de las religiosas franciscanas, con un cordel de tres nudos. En el siglo XV, lleva en ocasiones un manto rayado de penitente. Las escenas representadas más a menudo son: san francisco le corta los cabellos y;;Composición religiosa en formato vertical, en la cual se relata la muerte de Santa Clara de Asís. La santa yace sobre su cama vestida con un traje oscuro y arropada con una sabana gris. Su rostro se encuentra pálido y sus ojos entreabiertos, denotando gra
400;Terreste;Escena única;;TRUE;Corona de rosas-;206;Anónimo;Clara de Asís (Detalle) Aparición del Niño Jesús a;1780;a;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;María Cristina Pérez;113;;Usualmente se le representa con la indumentaria de las religiosas franciscanas, con un cordel de tres nudos. En el siglo XV, lleva en ocasiones un manto rayado de penitente. Las escenas representadas más a menudo son: san francisco le corta los cabellos y;;Representación religiosa en la que se muestra la aparición del Niño Jesús a Santa Clara de Asís. La Santa está cuerpo entero, de rodillas, semiperfil izquierdo, mirada dirigida sobre el Niño Jesús. De igual modo, viste un traje gris largo y un manto negro
401;Urbano;Historiada;;FALSE;"Cruz-
Corona-
Anillo-
Corona de Espinas-
Clavos-";359;Anónimo;Clara de Asís Desposorios de ;XVII;p;Óleo sobre tela;Museo Santa Clara;GUTIÉRREZ Vallejo, Jaime. Iglesia Museo Santa Clara. Catálogo de la Colección. Bogotá: Instituto Colombiano de Cultura, 1995.;Colombia, Bogotá;María Cristina Pérez;113;;Usualmente se le representa con la indumentaria de las religiosas franciscanas, con un cordel de tres nudos. En el siglo XV, lleva en ocasiones un manto rayado de penitente. Las escenas representadas más a menudo son: san francisco le corta los cabellos y;;Imagen religiosa en formato vertical, en la cual se representa los desposorios de santa Clara de Asís. La santa se encuentra de pie, cuerpo entero, semiperfil izquierdo, mirada dirigida hacia el niño Jesús. Posee un vestido café ceñido a la cintura por un
402;;;;FALSE;;946;Anónimo;Clara de Montefalco;XVII;p;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia, Bogotá;;;;;;
403;;;;FALSE;;1759;Anónimo;Clara del corazón de Jesús;1793;;Óleo sobre tela;Convento de Santa Inés;JARAMILLO de Zuleta, Pilar. En olor de santidad: aspectos del convento colonial 1680-1830. Santa Fé de Bogotá: Iglesia Museo de Santa Clara,1992.;Colombia, Bogotá;;;;;;
404;;;;FALSE;;1846;Anónimo;Clara Santa;XVII;;Óleo sobre tela;;Fotografía Escuela de Restauración Universidad Externado;Colombia;Confirmar autor;;;;;
405;;;;FALSE;;1863;Anónimo;Clara Santa pasaje (det?);1780;;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;Confirmar fecha;;;;;
406;;;;FALSE;;1862;Anónimo;Clara Santa pasaje (det?);1780;;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;Confirmar fecha;;;;;
407;;;;FALSE;;1896;Anónimo;Clara Santa pasaje (det?);1780;;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;Confirmar fecha;;;;;
408;;;;FALSE;;1860;Anónimo;Clara Santa pasaje (det?);1780;;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;Confirmar fecha;;;;;
409;;;;FALSE;;1868;Anónimo;Clara Santa pasaje (det?);1780;;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;Confirmar fecha;;;;;
410;;;;FALSE;;1869;Anónimo;Clara Santa pasaje (det?);1780;;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;Confirmar fecha;;;;;
411;;;;FALSE;;1898;Anónimo;Clara Santa pasaje (det?);1780;;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;Confirmar fecha;;;;;
412;;;;FALSE;;1866;Anónimo;Clara Santa pasaje (det?);1780;;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;Confirmar fecha;;;;;
413;;;;FALSE;;1865;Anónimo;Clara Santa pasaje (det?);1780;;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;Confirmar fecha;;;;;
414;;;;FALSE;;1867;Anónimo;Clara Santa pasaje (det?);1780;;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;Confirmar fecha;;;;;
415;;;;FALSE;;1897;Anónimo;Clara Santa pasaje (det?);1780;;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;Confirmar fecha;;;;;
416;;;;FALSE;;1864;Anónimo;Clara Santa pasaje (det?);1780;;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;Confirmar fecha;;;;;
417;;;;FALSE;;1861;Anónimo;Clara Santa pasaje(det?);1780;;Óleo sobre tela;Convento Santa Clara;NOVOA Elsa Victoria et alt. Encuentro con mi propia historia. Vida de Santa Clara de Asis. Convento de santa Clara. Manizales: Impreso Editorial Andina, 1993.;Colombia, Tunja;Confirmar fecha;;;;;
418;;;;FALSE;;1162;Gregorio Vásquez de Arce y Ceballos;Clemente ;XVII;;Óleo sobre madera;Iglesia San Ignacio ;Inventario Iglesia de San Ignacio: Jaime Borja;Colombia, Bogotá;105 No es Clemente…identificar;;;;;
419;Terreste;Escena única;;TRUE;"Crucifijo-
Mitra-
Capa-
Dos llaves-
Escudo-";222;Baltasar Vargas de Figueroa;Clemente XI Papa;XVII;;Óleo sobre tela;Iglesia Santo Domingo;MATEUS CORTES, Gustavo. Tesoros de Tunja. El arte de los siglos XVI-XVII-XVIII. Bogotá: Litografía Arco, 1989.;Colombia, Tunja;María Cristina Pérez;121;;San Clemente, que está representado sin atributos en los mosaicos de San Apolinar il Nuovo de Rávena, en el arte de la Edad Media se reconoce no sólo por la tiara pontificia y la cruz de triple travesaño, sino por el ancla, instrumento supuesto de su mart;;Composición religiosa en formato vertical, en la que se muestra el retrato del papa Clemente XI. El papa se encuentra de pie sobre una alfombra, de cuerpo entero, de semiperfil izquierdo y mirada dirigida al espectador. Viste una túnica blanca, una estola
420;;;;FALSE;;1655;Anónimo;Coleta;XVIII;;Óleo sobre tela;Iglesia San Juan Dios;VALLIN, Rodolfo, Laura Vargas. Iglesia de San Juan de Dios. Bogotá: Arquidiócesis de Bogotá, 2004.;Colombia, Bogotá;;;;;;
421;;;;FALSE;;1658;Anónimo;Columna Señor de;XVII;;Óleo sobre tela;Iglesia San Juan Dios;VALLIN, Rodolfo, Laura Vargas. Iglesia de San Juan de Dios. Bogotá: Arquidiócesis de Bogotá, 2004.;Colombia, Bogotá;;;;;;
422;;;;FALSE;;609;Gregorio Vásquez de Arce y Ceballos;Concepción ;1701;;Óleo sobre tela;Colección particular;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;385;;;;;
423;;;;FALSE;;538;Gregorio Vásquez de Arce y Ceballos;Concepción ;XVII;;Óleo sobre madera;Museo del seminario;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;181;;;;;
424;;;;FALSE;;531;Gregorio Vásquez de Arce y Ceballos;Concepción ;1697;;Óleo sobre tela;Museo colonial;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;172;;;;;
425;;;;FALSE;;502;Gregorio Vásquez de Arce y Ceballos;Concepción ;XVII;;Óleo sobre tela;Iglesia San Francisco;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;82;;;;;
426;;;;FALSE;;1322;Gregorio Vásquez de Arce y Ceballos;Concepción ;XVII;;Óleo sobre tela;Colección particular;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;358;;;;;
427;;;;FALSE;;1323;Gregorio Vásquez de Arce y Ceballos;Concepción ;XVII;;Óleo sobre madera;Colección particular;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;381;;;;;
428;;;;FALSE;;1840;Anónimo;Concepción de la virgen Sagrada Familia;XVIII;;Óleo sobre tela;Museo de Arte Religioso;Fotografía Escuela de Restauración Universidad Externado;Colombia, Duitama;;;;;;
429;;;;FALSE;;1500;Anónimo;Magdalena De La Trinidad sclara;XVIII;;Óleo sobre tela;Museos Banco de la República;Fotografía Jaime Borja;Colombia, Bogotá;;;;;;
430;;;;FALSE;;1684;Anónimo;Agustín Consagración episcopal;XVIII;;Óleo sobre tela;Colección Órden Agustina Recoletos;AA.VV. Huellas de la Recoleccion. Agustinos recoletos IV Centenario. Bogotá: Panamerica, 2005.;Colombia, Ecce Homo;;;;;;
431;;;;FALSE;;1675;Anónimo;Agustín Conversión de;XVIII;;Óleo sobre tela;Colección Órden Agustina Recoletos;AA.VV. Huellas de la Recoleccion. Agustinos recoletos IV Centenario. Bogotá: Panamerica, 2005.;Colombia, Ecce Homo;;;;;;
432;;;;FALSE;;660;Baltasar Vargas de Figueroa;Virgen con niño, joaquin, ana, jose, pio V, Cristóbal de Torres y caballeros de santiago;XVII;;Óleo sobre tela;Iglesia de las Aguas;MENDOZA Varela, Eduardo. Dos siglos de pintura colonial colombiana. Bogotá: ediciones el sol y la luna, 1966.;Colombia, Bogotá;57 Otro nombre: Corazones Nuestra Señora de los;;;;;Varela: 2 siglos
433;;;;FALSE;;701;Anónimo;Cordero Eucarístico;;;Pintura mural;Casa del Fundador;VALLIN, Rodolfo. Imágenes bajo cal y pañete. El sello editorial. Museo de arte moderno. Fiducafe, 2000.;Colombia, Tunja;;;;;;
434;;;;FALSE;;1121;Anónimo;Pedro Mártir Santos Coro alto;;;Pintura mural;Iglesia Santo Domingo;VALLIN, Rodolfo. Imágenes bajo cal y pañete. El sello editorial. Museo de arte moderno. Fiducafe, 2000.;Colombia, Tunja;;;;;;
435;;;;FALSE;;1737;Anónimo;Coronación de la Virgen;;;Óleo sobre lámina;Museo dominicos;Fotografía Jaime Borja;Colombia, Bogotá;Confirmar autor;;;;;
436;;;;FALSE;;1265;Anónimo;Coronación de la Virgen;XVIII;;Óleo sobre tela;Museo del Carmen;Fotografía Escuela de Restauración Universidad Externado;Colombia, Villa de Leiva;;;;;;
437;;;;FALSE;;1008;Baltasar Vargas de Figueroa;Coronación de la virgen;1663;;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia;;;;;;
438;;;;FALSE;;1721;Anónimo;Coronación de la Virgen;;;Óleo sobre tela;Museo dominicos;Fotografía Jaime Borja;Colombia, Bogotá;Confirmar autor;;;;;
439;;;;FALSE;;1415;Anónimo;Coronación de la Virgen XIX;XIX;;Óleo sobre tela;Museo del Carmen;Fotografía Escuela de Restauración Universidad Externado;Colombia, Villa de Leiva;;;;;;
440;Celeste;Escena única;;FALSE;"Corona-
Cetro (2)-";153;Anónimo;Coronación de la Virgen. Trinidad con las tres personas iguales ;;;;;Fotografía Jaime Borja;Colombia;María Cristina Pérez. Creo que este título podría cambiarse  por: Coronación de la Virgen por la Trinidad;41;;El tema de la coronación se desarrolla a partir de algunas especulaciones teológicas de Sugerio. Invención francesa, aparece en el siglo XII y se concreta en primer lugar un tímpano del pórtico central de la catedral de Senlis (1190). Ya coronada, la Virg;;Imagen religiosa en formato vertical, en el que aparece en un primer plano la Virgen María. Ésta se encuentra de rodillas sobre un conjunto de nubes rodeada de querubines, con la cabeza inclinada hacia su hombro derecho, la mano derecha sobre su pecho y l
441;;;;FALSE;;552;Gregorio Vásquez de Arce y Ceballos;Coronación Virgen por la Trinidad ;1697;;Óleo sobre tela;Museo colonial;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;228;;;;;
442;;;;FALSE;;1330;Baltasar Vargas de Figueroa;Coronación virgen por la trinidad ;XVII;;Óleo sobre tela;Iglesia de Egipto;Fotografía Escuela de Restauración Universidad Externado;Colombia, Bogotá;07;;;;;
443;;;;FALSE;;839;Baltasar Vargas de Figueroa;Coronación virgen por la trinidad ;XVII;;Óleo sobre tela;Colegio del Rosario;RESTREPO. Fernando. Los Figueroa: aproximación a su época y a su pintura. Bogotá: Villegas Editores, 1986.;Colombia, Bogotá;05;;;;;
444;;;;FALSE;;1329;Baltasar Vargas de Figueroa;Coronación virgen por la trinidad ;XVII;;Óleo sobre tela;Iglesia de las Nieves;Fotografía Inventario Iglesia de las Nieves – Jaime Borja;Colombia, Bogotá;06;;;;;
445;;;;FALSE;;1617;Anónimo;Coronada por 2 Ángeles Virgen;XVIII;;Óleo sobre tela;Iglesia Santa Bárbara;DAZA, Gloria Ines. Herencia Colonial IV: Tunja. Bogotá: Fondo cultural del banco Cafetero, 1974.;Colombia, Tunja;;;;;;
446;;;;FALSE;;1412;Anónimo;Coronación de la Virgen;XIX;;Óleo sobre tela;Museo del Carmen;Fotografía Escuela de Restauración Universidad Externado;Colombia, Villa de Leiva;;;;;;
447;;;;FALSE;;1196;Gregorio Vásquez de Arce y Ceballos;Cosme ;XVII;;Óleo sobre tela;Iglesia San Ignacio ;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;98;8;;;;
448;Sin definir;Escena única;;FALSE;"Palmas-
Gorros (médicos)
________
________";287;Anónimo;Cosme y Damián;XVII;;Óleo sobre tela;Iglesia Santa Bárbara;SD;Colombia, Bogotá;María Cristina Pérez;8;;En su calidad de patrones de los médicos y boticarios, están representados en túnica forrada, tocados con caperuza o gorro cilíndrico  de doctor, para impresionar a los pacientes. En las manos tienen los instrumentos de su profesión: un maletín de cirugía;;Representación religiosa en formato vertical de Cosme y Damián. Los santos están de medio cuerpo, sedantes,  mirada dirigida hacia el espectador. Ambos personajes poseen gorro, vestidos largos, mantos oscuros, y palmas en sus manos, además de dos objetos 
449;;;;FALSE;;513;Gregorio Vásquez de Arce y Ceballos;Creación de Eva ;XVII;;Óleo sobre tela;Colección particular;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;139;;;;;
450;;;;FALSE;;1214;Anónimo;Purgatorio;XVII;;Óleo sobre tela;sd;Fotografía Escuela de Restauración Universidad Externado;Colombia;16649;;;;;
451;;;;FALSE;;512;Gregorio Vásquez de Arce y Ceballos;Crisanto y Santa Daria Martirio;1679;;Óleo sobre tela;Colección particular;PIZANO, Roberto. Fernando Restrepo. Gregorio Vásquez de Arce y Cevallos. Bogotá: editorial Siglo dieciséis, 1986;Colombia, Bogotá;138;;;;;
452;Onírico;Historiada;;TRUE;"Cruz-
Clavos (3)-
______ ángel superio-derecho";84;Anónimo;Cristina A Cruce Beata;1744;pv;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia;María Cristina Pérez;;;;;Cuadro de doble composición o escena fragmentada. El peso lo da la escena inferior que está compuesta por un triángulo ascendente en la figura de Jesús. El segundo fragmento está descrito por un semicírculo de nubes que bordea el cuadro. Se presenta como 
453;;;;FALSE;;873;Anónimo;Cristina de Bolena;XVII;p;Óleo sobre tela;Colección Órden Agustina;VALLÍN, Rodolfo. María Victoria Galves. Taller de Restauración de San Agustín. Arte y Fe: Colección artística agustina. Bogotá: Provincia de Nuestra Señora de la Gracia, 1995.;Colombia;;;;;;
