"ID";"nombredes";"Obra";"ID Imagen"
292;"Flagelación de cristo";5216;5216
292;"Flagelación de cristo";5217;5217
292;"Flagelación de cristo";5265;5265
293;"Flores";1917;1917
293;"Flores";4371;4371
294;"Flores y trajes con hojilla de oro";404;404
295;"Fondo celeste";3646;3646
296;"Formato circular";1416;1416
296;"Formato circular";8562;9416
296;"Formato circular";6105;6105
297;"Fortuna";5922;5922
297;"Fortuna";5930;5930
298;"Francisco Javier";2000;2000
299;"Fuego";1225;6482
300;"Fuente";2224;2224
300;"Fuente";2756;2756
300;"Fuente";5828;5828
300;"Fuente";4726;4726
300;"Fuente";5983;5983
301;"Fuente.";940;940
302;"Gallinas";754;754
303;"Genealogía de la Virgen";1216;1216
304;"Girasol";5825;5825
305;"Glorias de María";2645;2645
306;"Glorificación";1103;1103
307;"Goliat";2196;2196
308;"Golpiza ocn palos/moros";1962;1962
309;"Gran libro cerrado";1233;1233
310;"Granadillo";1153;1153
311;"Herejía";2227;2227
311;"Herejía";4899;4899
312;"Hermana y santa";4668;4668
313;"Historia santa";1622;1622
314;"Holofernes";1781;1781
315;"Hombre";5815;5815
316;"Honor";2911;2911
317;"Huida";376;376
317;"Huida";856;856
317;"Huida";4829;4829
317;"Huida";334;334
317;"Huida";1756;1756
317;"Huida";4962;4962
317;"Huida";4454;4454
317;"Huida";5154;5154
317;"Huida";441;441
317;"Huida";4485;4485
317;"Huida";3847;3847
317;"Huida";1557;1557
317;"Huida";6105;6105
317;"Huida";2956;2956
317;"Huida";37;37
317;"Huida";3144;3144
317;"Huida";4703;4703
317;"Huida";2494;2494
317;"Huida";2955;2955
317;"Huida";5987;5987
317;"Huida";2957;2957
317;"Huida";137;137
317;"Huida";8278;9132
317;"Huida";604;604
317;"Huida";2745;2745
317;"Huida";1496;1496
318;"iconografia de los 7 ángeles del Apocalipsis Nova";3904;3904
318;"iconografia de los 7 ángeles del Apocalipsis Nova";2307;2307
319;"iconografía mariana s. XVIII";2645;2645
320;"Idólatras";4382;4382
321;"Iglesia";2501;2501
322;"Iglesia/santos/angeles";665;665
323;"Ignacio de Loyola";2917;2917
323;"Ignacio de Loyola";2923;2923
323;"Ignacio de Loyola";2925;2925
323;"Ignacio de Loyola";2931;2931
323;"Ignacio de Loyola";284;284
323;"Ignacio de Loyola";4339;4339
323;"Ignacio de Loyola";4345;5490
323;"Ignacio de Loyola";252;252
323;"Ignacio de Loyola";4338;4338
323;"Ignacio de Loyola";4349;5493
323;"Ignacio de Loyola";2893;2893
323;"Ignacio de Loyola";5510;5510
323;"Ignacio de Loyola";2902;2902
323;"Ignacio de Loyola";308;308
323;"Ignacio de Loyola";4363;4363
323;"Ignacio de Loyola";2903;2903
323;"Ignacio de Loyola";4362;4362
323;"Ignacio de Loyola";4361;4361
323;"Ignacio de Loyola";4343;4343
323;"Ignacio de Loyola";4350;4350
323;"Ignacio de Loyola";4340;4340
323;"Ignacio de Loyola";4348;5494
323;"Ignacio de Loyola";2837;2837
323;"Ignacio de Loyola";4347;4347
323;"Ignacio de Loyola";2449;2449
323;"Ignacio de Loyola";4346;4346
323;"Ignacio de Loyola";2915;2915
323;"Ignacio de Loyola";4342;4342
323;"Ignacio de Loyola";4341;4341
323;"Ignacio de Loyola";5507;5507
323;"Ignacio de Loyola";1970;1970
323;"Ignacio de Loyola";2447;2447
323;"Ignacio de Loyola";2000;2000
323;"Ignacio de Loyola";3177;3177
323;"Ignacio de Loyola";1822;1822
323;"Ignacio de Loyola";3178;3178
323;"Ignacio de Loyola";819;819
323;"Ignacio de Loyola";2290;2290
323;"Ignacio de Loyola";1821;1821
323;"Ignacio de Loyola";1940;1940
323;"Ignacio de Loyola";2424;2424
323;"Ignacio de Loyola";1823;6123
323;"Ignacio de Loyola";1969;1969
323;"Ignacio de Loyola";1960;1960
323;"Ignacio de Loyola";3643;3643
323;"Ignacio de Loyola";1962;1962
323;"Ignacio de Loyola";2445;2445
323;"Ignacio de Loyola";1271;1271
323;"Ignacio de Loyola";2575;2575
323;"Ignacio de Loyola";1939;1939
323;"Ignacio de Loyola";829;829
323;"Ignacio de Loyola";3023;3023
323;"Ignacio de Loyola";2448;2448
323;"Ignacio de Loyola";3046;3046
323;"Ignacio de Loyola";2256;2256
323;"Ignacio de Loyola";3064;3064
323;"Ignacio de Loyola";3065;3065
323;"Ignacio de Loyola";3068;3068
323;"Ignacio de Loyola";3176;3176
323;"Ignacio de Loyola";3108;3108
323;"Ignacio de Loyola";3019;3019
323;"Ignacio de Loyola";2446;2446
323;"Ignacio de Loyola";1913;1913
323;"Ignacio de Loyola";1928;1928
323;"Ignacio de Loyola";2444;2444
323;"Ignacio de Loyola";612;612
323;"Ignacio de Loyola";621;621
323;"Ignacio de Loyola";622;622
323;"Ignacio de Loyola";1560;1560
323;"Ignacio de Loyola";4970;4970
323;"Ignacio de Loyola";1092;1092
323;"Ignacio de Loyola";1749;1749
323;"Ignacio de Loyola";962;962
323;"Ignacio de Loyola";4385;4385
323;"Ignacio de Loyola";1914;1914
323;"Ignacio de Loyola";1094;1094
323;"Ignacio de Loyola";4440;4440
323;"Ignacio de Loyola";4387;4387
323;"Ignacio de Loyola";4384;5496
323;"Ignacio de Loyola";1093;1093
323;"Ignacio de Loyola";1728;1728
323;"Ignacio de Loyola";2452;2452
323;"Ignacio de Loyola";1091;1091
323;"Ignacio de Loyola";4388;4388
323;"Ignacio de Loyola";6122;6122
323;"Ignacio de Loyola";4640;4640
323;"Ignacio de Loyola";4638;4638
323;"Ignacio de Loyola";2450;2450
323;"Ignacio de Loyola";890;5508
323;"Ignacio de Loyola";1095;1095
323;"Ignacio de Loyola";899;899
323;"Ignacio de Loyola";4378;4378
323;"Ignacio de Loyola";1100;1100
323;"Ignacio de Loyola";1108;1108
323;"Ignacio de Loyola";1101;1101
323;"Ignacio de Loyola";4383;4383
323;"Ignacio de Loyola";3103;3103
323;"Ignacio de Loyola";6040;6040
323;"Ignacio de Loyola";912;3244
323;"Ignacio de Loyola";1102;1102
323;"Ignacio de Loyola";1103;1103
324;"Iluminado/santos/ José joven";3830;3830
325;"Imagen de cristo";1538;1538
326;"Impío";766;766
327;"Imposición del hábito";4686;4686
327;"Imposición del hábito";4715;4715
328;"Inca";2200;2200
329;"Incensario";1129;1129
330;"Incensarios";2793;2793
331;"Indígena";8585;9439
332;"Indígenas";1500;1500
332;"Indígenas";3766;3766
333;"Indigenas/criollos";1214;1214
333;"Indigenas/criollos";1213;1213
334;"Indio";1429;1429
335;"Indios";2652;2652
336;"Infierno";5683;5683
336;"Infierno";5680;5680
336;"Infierno";5677;5677
336;"Infierno";1501;1501
336;"Infierno";1225;6482
336;"Infierno";5819;5819
336;"Infierno";664;664
336;"Infierno";1440;1440
336;"Infierno";4386;4386
336;"Infierno";2118;2118
336;"Infierno";4402;9519
337;"Inmaculada";2509;2509
337;"Inmaculada";1618;1618
337;"Inmaculada";2309;2309
337;"Inmaculada";2308;2308
337;"Inmaculada";4899;4899
337;"Inmaculada";5459;5459
337;"Inmaculada";2227;2227
337;"Inmaculada";1164;1164
337;"Inmaculada";931;931
337;"Inmaculada";1856;1856
337;"Inmaculada";2313;2313
337;"Inmaculada";2198;2198
338;"Inmaculada Concepción";5786;5786
339;"Inmaculada Cristo";1163;1163
340;"Inmaculanda";2218;2218
341;"Inocencia";5917;5917
342;"Intercambio de corazones";1619;1619
342;"Intercambio de corazones";3632;3632
343;"Interior iglesia";3819;3819
344;"Invierno";4254;4254
345;"Jaguar";8613;9467
346;"Jardín";1163;1163
346;"Jardín";1024;1024
346;"Jardín";1588;1588
346;"Jardín";392;392
347;"Jardín del paraíso";1164;1164
348;"Jardín/Flores";5176;5176
348;"Jardín/Flores";3713;3713
349;"Jesuitas";4378;4378
350;"Jesuitas/Casas";1960;1960
350;"Jesuitas/Casas";1928;1928
351;"Jesús";3817;3817
351;"Jesús";919;919
351;"Jesús";1991;1991
351;"Jesús";2432;2432
351;"Jesús";32;32
351;"Jesús";22;22
351;"Jesús";3889;3889
351;"Jesús";176;176
351;"Jesús";5;5
351;"Jesús";16;16
351;"Jesús";3874;3874
351;"Jesús";3888;3888
351;"Jesús";922;922
351;"Jesús";1267;1267
351;"Jesús";5266;5266
351;"Jesús";892;892
351;"Jesús";2770;2770
351;"Jesús";2771;2771
351;"Jesús";608;608
351;"Jesús";999;999
351;"Jesús";467;467
351;"Jesús";2512;2512
351;"Jesús";3634;3634
351;"Jesús";1990;1990
351;"Jesús";3638;3638
351;"Jesús";349;349
351;"Jesús";2322;2322
351;"Jesús";1024;1024
351;"Jesús";367;367
351;"Jesús";1988;1988
351;"Jesús";43;43
351;"Jesús";1989;1989
351;"Jesús";2786;2786
351;"Jesús";2640;2640
351;"Jesús";4828;4828
351;"Jesús";224;224
351;"Jesús";4264;4264
351;"Jesús";4843;4843
351;"Jesús";4757;4757
352;"Jesús con baston";1502;1502
353;"Jesús con cinta verde";2812;2812
354;"Jesús con cruz";526;526
354;"Jesús con cruz";4964;4964
355;"Jesús con flores";3852;3852
356;"Jesús con llaves";2748;2748
357;"Jesús con orbe";3288;3288
357;"Jesús con orbe";4457;4457
358;"Jesus con orbe/paloma con corona de espinas";806;806
359;"Jesús con vara florida";4624;4624
360;"Jesús desnudo";8140;8994
360;"Jesús desnudo";919;919
361;"Jesús dormido";8090;8944
361;"Jesús dormido";455;455
361;"Jesús dormido";8105;8959
361;"Jesús dormido";4275;4275
362;"Jesús imberbe";389;389
363;"Jesús niño";3122;3122
363;"Jesús niño";1493;1493
364;"Jesús Pontifical";4713;4713
364;"Jesús Pontifical";4668;4668
365;"Jesús rey";2201;2201
366;"Jesús sobre cordero";1497;1497
367;"Jesús y santa";4721;4721
368;"Jose";3122;3122
369;"José";2650;2650
370;"José con azucenas";1009;1009
370;"José con azucenas";1623;1623
370;"José con azucenas";4925;4925
371;"José con azucenas y Jesús con cruz";421;421
371;"José con azucenas y Jesús con cruz";5648;5648
372;"José con corona";4461;4461
372;"José con corona";3366;3366
372;"José con corona";3368;3368
372;"José con corona";374;374
372;"José con corona";4458;4458
372;"José con corona";4701;4701
372;"José con corona";473;473
373;"José con corona de azucenas";773;773
374;"José con corona de flores";8087;8941
375;"José con fruta, Jesús con azucena";503;503
376;"José con malki roja";26;26
377;"José dormido";545;545
378;"José en un árbol";5403;5403
379;"José ofrece fruta";1756;1756
380;"José y Jesús con cántaros";8255;9109
381;"Judas Tadeo";859;859
382;"Judith";1781;1781
383;"Juego de dados";389;389
383;"Juego de dados";5587;5587
383;"Juego de dados";2637;7750
384;"Juicio Final";5684;5684
384;"Juicio Final";5686;5686
384;"Juicio Final";5695;5695
384;"Juicio Final";5693;5693
384;"Juicio Final";2714;2714
384;"Juicio Final";2243;2243
384;"Juicio Final";5687;5687
384;"Juicio Final";5688;5688
384;"Juicio Final";2185;2185
384;"Juicio Final";1570;1570
384;"Juicio Final";5685;5685
384;"Juicio Final";5691;5691
384;"Juicio Final";5692;5692
384;"Juicio Final";995;995
384;"Juicio Final";478;478
384;"Juicio Final";2502;2502
385;"Justicia";5931;5931
386;"Justo";1334;1334
387;"Juventud";5920;5920
387;"Juventud";2912;2912
388;"La buena y la mala muerte";3708;3708
389;"La Unicion";4376;4376
390;"Lactación";4682;4682
390;"Lactación";1152;1152
390;"Lactación";1259;1259
390;"Lactación";4681;4681
390;"Lactación";4727;4727
391;"Lagar";1620;1620
392;"lagar místico";5705;5705
392;"lagar místico";5704;5704
392;"lagar místico";1890;1890
392;"lagar místico";3911;3911
392;"lagar místico";2100;2100
392;"lagar místico";5703;5703
393;"Lampara";1902;1902
394;"Lanza";5841;5841
395;"Látigo";5837;5837
396;"Laud";5824;5824
397;"Lavacion de los pies";5668;5668
398;"Lavando ropa en un río/Virgen con sombrero";2077;710
399;"Lectura";1710;1710
399;"Lectura";4725;4725
399;"Lectura";1709;1709
400;"Leones y caimán";2669;2669
401;"Letanías";1576;1576
402;"Letanias lauretanas";2645;2645
403;"Leviatán";4402;9519
404;"Ley";5817;5817
405;"Libro";4727;4727
405;"Libro";1237;1237
405;"Libro";4719;4719
405;"Libro";4726;4726
405;"Libro";1231;1231
405;"Libro";5980;5980
405;"Libro";1239;1239
405;"Libro";1242;1242
405;"Libro";1234;1234
405;"Libro";4716;4716
405;"Libro";5979;5979
405;"Libro";4718;4718
405;"Libro";423;423
405;"Libro";208;208
405;"Libro";2684;4059
406;"Libros";1822;1822
406;"Libros";3038;3038
407;"Lienzo de La Verónica";1465;1465
408;"Lima y Cusco";1153;1153
409;"Lirios";3122;3122
410;"Locura";5812;5812
411;"Madre Santa";4712;4712
412;"Madre y Santa";4667;4667
413;"Majestad";5373;5373
414;"Mal";2208;2208
415;"Manojo de Espigas";1855;1855
416;"Manos de Dios";4364;4364
417;"Mar";5818;5818
418;"Marco de flores";1340;1340
419;"MARIA";220;220
420;"María amamanta a Jesús";5377;5698
421;"María cocina";5169;5169
421;"María cocina";5170;5170
422;"María con corona";1492;1492
422;"María con corona";5157;5157
422;"María con corona";5147;5147
423;"María con sombrero";820;820
423;"María con sombrero";5307;5307
424;"María Inmaculada de Guadalupe";1216;1216
425;"María, San Juan, querubines.";1330;1330
426;"Martillo";1904;1904
426;"Martillo";1903;1903
427;"Martirio Dios Tunupa";5687;5687
428;"Matrimonio";4665;4665
428;"Matrimonio";1470;1470
428;"Matrimonio";5579;5579
428;"Matrimonio";2564;2564
428;"Matrimonio";131;131
428;"Matrimonio";5291;5291
428;"Matrimonio";4652;4652
428;"Matrimonio";5305;5305
428;"Matrimonio";2;2
428;"Matrimonio";5306;5306
428;"Matrimonio";3185;3185
428;"Matrimonio";8035;8889
428;"Matrimonio";439;439
428;"Matrimonio";3830;3830
428;"Matrimonio";330;330
428;"Matrimonio";2497;2497
428;"Matrimonio";2116;2116
428;"Matrimonio";2248;2248
428;"Matrimonio";836;836
428;"Matrimonio";4483;4483
428;"Matrimonio";8036;8890
428;"Matrimonio";837;837
428;"Matrimonio";4500;4500
428;"Matrimonio";1964;1964
428;"Matrimonio";8037;8891
428;"Matrimonio";1569;1569
428;"Matrimonio";3552;3552
428;"Matrimonio";4922;4922
428;"Matrimonio";2741;2741
428;"Matrimonio";3339;3339
428;"Matrimonio";4270;4270
428;"Matrimonio";1214;1214
428;"Matrimonio";4256;4256
428;"Matrimonio";1963;1963
428;"Matrimonio";4364;4364
429;"Media luna.";8612;9466
430;"Medigo";376;376
431;"Melancolía";2635;2635
432;"MENTO";218;218
433;"Mercaderes";2501;2501
434;"Mesa";1397;1397
434;"Mesa";5410;5410
434;"Mesa";3297;3297
434;"Mesa";954;954
434;"Mesa";1399;1399
434;"Mesa";5389;9544
435;"Mesa con florero";8143;8997
436;"Mesa con frutas";4695;4695
436;"Mesa con frutas";1265;1265
436;"Mesa con frutas";1498;1498
437;"Mesa con mantel rojo";8407;9261
438;"México";615;615
438;"México";3700;3700
438;"México";1338;1338
438;"México";3821;3821
438;"México";833;833
439;"Miguel Cabrera";3018;3018
440;"Milagro";4724;4724
440;"Milagro";2648;2648
440;"Milagro";4681;4681
440;"Milagro";4682;4682
440;"Milagro";4581;4581
440;"Milagro";582;582
441;"Milagro de la Palmera";3834;3834
442;"Milagros";1622;1622
443;"Milagros/demonios";2290;2290
444;"Ministerio";1268;1268
445;"Mirada divina";5786;5786
446;"Misa";3707;3707
446;"Misa";4677;4677
446;"Misa";3695;3695
446;"Misa";3708;3708
446;"Misa";4723;4723
447;"Misa/Jesuitas";3103;3103
448;"Misterios de Rosario";2370;2370
449;"Misterios del rosario";2326;2326
450;"misterios dolorosos";2209;2209
451;"misterios gozosos";2209;2209
452;"Monasterio Carmelitas Descalzas.";2515;2515
453;"Monja";5836;5836
454;"Monjas  y santa";4608;4608
455;"monjas frente a seglares";4608;4608
456;"Monograma de Cristo";1893;1893
457;"monograma de Jesús";3934;3934
458;"Moribundo";7202;8056
458;"Moribundo";5813;5813
459;"Muchedumbre";1550;1550
460;"Muerte";5446;5446
460;"Muerte";475;475
460;"Muerte";1867;1867
460;"Muerte";2250;2250
460;"Muerte";2185;2185
460;"Muerte";3065;3065
460;"Muerte";8023;8877
460;"Muerte";478;478
460;"Muerte";995;995
460;"Muerte";3098;3098
460;"Muerte";3064;3064
460;"Muerte";1170;1170
460;"Muerte";5687;5687
460;"Muerte";4616;4616
460;"Muerte";1255;1255
460;"Muerte";2641;7762
460;"Muerte";766;766
460;"Muerte";1334;1334
460;"Muerte";5693;5693
460;"Muerte";5686;5686
460;"Muerte";5684;5684
460;"Muerte";5531;5531
460;"Muerte";5695;5695
460;"Muerte";2714;2714
460;"Muerte";4765;4765
460;"Muerte";5688;5688
460;"Muerte";5691;5691
460;"Muerte";5685;5685
460;"Muerte";4188;4188
460;"Muerte";826;826
460;"Muerte";5692;5692
460;"Muerte";5678;5678
460;"Muerte";2208;2208
460;"Muerte";1570;1570
460;"Muerte";3163;3163
460;"Muerte";2521;2521
460;"Muerte";2502;2502
460;"Muerte";3851;3851
460;"Muerte";3800;3800
460;"Muerte";1250;1250
460;"Muerte";5530;5530
460;"Muerte";1252;1252
460;"Muerte";8051;8905
460;"Muerte";5679;5679
460;"Muerte";3275;3275
460;"Muerte";8203;9057
460;"Muerte";1253;1253
460;"Muerte";1605;1605
461;"Muerte de santa";4680;4680
462;"Muerte de Santa Rosa de Lima";4694;4694
462;"Muerte de Santa Rosa de Lima";394;394
462;"Muerte de Santa Rosa de Lima";5570;5570
462;"Muerte de Santa Rosa de Lima";4693;4693
463;"Muerte santa";2630;2630
464;"Muerte y milagros";5510;5510
465;"Muerte y Santidad/Miguel Cabrera";622;622
466;"Muerte, Purgatorio e Infierno";5677;5677
467;"Muerte/Batalla";2931;2931
468;"Mujer";5840;5840
468;"Mujer";5818;5818
468;"Mujer";5821;5821
468;"Mujer";5825;5825
468;"Mujer";5822;5822
468;"Mujer";5826;5826
468;"Mujer";5816;5816
468;"Mujer";5823;5823
468;"Mujer";5810;5810
468;"Mujer";5820;5820
468;"Mujer";5829;5829
468;"Mujer";5830;5830
468;"Mujer";5839;5839
468;"Mujer";5921;5921
468;"Mujer";5824;5824
468;"Mujer";5815;5815
468;"Mujer";5819;5819
468;"Mujer";5827;5827
468;"Mujer";5828;5828
469;"Multiplicación panes";4724;4724
470;"Mundo";7195;8049
471;"Mural";5680;5680
471;"Mural";4386;4386
472;"Muro";885;885
473;"Muro de Jericó";1179;1179
474;"Musa";5929;5929
475;"Musica";4671;4671
476;"Música";2643;2643
477;"Musicos";835;835
477;"Musicos";5376;5376
477;"Musicos";1425;1425
478;"Nacimiento";1645;1645
479;"Nacimiento/Miguel Cabrera";621;621
480;"Nacimiento/Villalpando";3068;3068
481;"Nacimientod de Santa Rosa";5565;5565
481;"Nacimientod de Santa Rosa";4683;4683
482;"Natividad";3;3
482;"Natividad";1855;1855
483;"NI DEUDA";221;221
484;"Niño";1901;1901
484;"Niño";8383;9237
484;"Niño";7073;7927
484;"Niño";8421;9275
484;"Niño";1136;1136
484;"Niño";480;480
485;"Niño Jesús";2295;2295
485;"Niño Jesús";2849;2849
485;"Niño Jesús";2471;2471
485;"Niño Jesús";2079;4918
485;"Niño Jesús";2297;2297
485;"Niño Jesús";2649;2649
485;"Niño Jesús";2704;2704
485;"Niño Jesús";2848;2848
485;"Niño Jesús";1699;1699
485;"Niño Jesús";2847;2847
485;"Niño Jesús";1623;1623
485;"Niño Jesús";2636;2636
485;"Niño Jesús";2472;2472
485;"Niño Jesús";2474;2474
485;"Niño Jesús";2845;2845
485;"Niño Jesús";2846;2846
485;"Niño Jesús";2476;2476
485;"Niño Jesús";4464;4464
485;"Niño Jesús";3288;3288
485;"Niño Jesús";1416;1416
485;"Niño Jesús";4972;4972
485;"Niño Jesús";4964;4964
485;"Niño Jesús";4961;4961
485;"Niño Jesús";4925;4925
485;"Niño Jesús";2850;2850
485;"Niño Jesús";4785;4785
485;"Niño Jesús";4701;4701
485;"Niño Jesús";936;936
485;"Niño Jesús";4647;4647
485;"Niño Jesús";4624;4624
485;"Niño Jesús";4973;4973
485;"Niño Jesús";4470;4470
485;"Niño Jesús";773;773
485;"Niño Jesús";4461;4461
485;"Niño Jesús";4458;4458
485;"Niño Jesús";4457;4457
485;"Niño Jesús";4275;4275
485;"Niño Jesús";3790;3790
485;"Niño Jesús";3696;3696
485;"Niño Jesús";1268;1268
485;"Niño Jesús";3560;3560
485;"Niño Jesús";3189;3189
485;"Niño Jesús";3368;3368
485;"Niño Jesús";1340;1340
485;"Niño Jesús";3366;3366
485;"Niño Jesús";3334;3334
485;"Niño Jesús";4475;4475
485;"Niño Jesús";8090;8944
485;"Niño Jesús";26;26
485;"Niño Jesús";2851;2851
485;"Niño Jesús";8562;9416
485;"Niño Jesús";2853;2853
485;"Niño Jesús";8407;9261
485;"Niño Jesús";8349;9203
485;"Niño Jesús";8281;9135
485;"Niño Jesús";2898;2898
485;"Niño Jesús";148;148
485;"Niño Jesús";8226;9080
485;"Niño Jesús";8217;9071
485;"Niño Jesús";8170;9024
485;"Niño Jesús";8143;8997
485;"Niño Jesús";8105;8959
485;"Niño Jesús";374;374
485;"Niño Jesús";503;503
485;"Niño Jesús";473;473
485;"Niño Jesús";455;455
485;"Niño Jesús";5648;5648
485;"Niño Jesús";421;421
485;"Niño Jesús";8140;8994
485;"Niño Jesús";404;404
485;"Niño Jesús";4825;4825
485;"Niño Jesús";6074;6074
485;"Niño Jesús";7125;7979
485;"Niño Jesús";8086;8940
485;"Niño Jesús";8087;8941
485;"Niño Jesús";8089;8943
486;"Niño/corazón";731;731
487;"Niño/corazón/corona de flores";4811;4811
488;"Niño/piel oscura";3660;3660
489;"Niños";452;452
490;"Nueva Jerusalén";2308;2308
491;"Obelisco";8611;9465
492;"Obispo y Rey de España";2306;2306
493;"Oficio manual";4678;4678
494;"Ofrecimiento de flores";335;335
495;"Oleo sobre madera";2079;4918
496;"Oración";4345;5490
496;"Oración";5586;5586
496;"Oración";5569;5569
497;"Oración en el huerto";1857;1857
498;"Oración huerto";1219;1219
498;"Oración huerto";3651;3651
498;"Oración huerto";2317;2317
498;"Oración huerto";1446;1446
498;"Oración huerto";2076;2076
498;"Oración huerto";3340;3340
498;"Oración huerto";1451;1451
498;"Oración huerto";151;151
498;"Oración huerto";3080;3080
498;"Oración huerto";3313;3313
498;"Oración huerto";2783;2783
499;"Orbes";82;82
500;"Orden";4373;4373
501;"Orden de Sacerdote";1102;1102
501;"Orden de Sacerdote";3108;3108
502;"Orden franciscana";2227;2227
502;"Orden franciscana";4899;4899
503;"Orden jesuita";3860;3860
504;"Órdenes franciscanas";5459;5459
504;"Órdenes franciscanas";5461;5461
504;"Órdenes franciscanas";2313;2313
504;"Órdenes franciscanas";5462;5462
504;"Órdenes franciscanas";2509;2509
505;"Órdenes Religiosas";3711;3711
505;"Órdenes Religiosas";3768;3768
505;"Órdenes Religiosas";2185;2185
506;"Oval";1475;1475
506;"Oval";2420;2420
506;"Oval";3325;3325
506;"Oval";1338;1338
507;"Paciencia";5921;5921
508;"Padre e hija santa";4669;4669
508;"Padre e hija santa";4714;4714
509;"Padres de la Iglesia";8054;8908
510;"Paisaje";4713;4713
510;"Paisaje";1427;1427
510;"Paisaje";3342;3342
511;"Paloma";5141;5141
512;"Paloma/Ángeles";2248;2248
513;"Palomas";3850;3850
513;"Palomas";2516;2516
513;"Palomas";548;548
514;"Papa";4676;4676
515;"Papa y Rey de España";7195;8049
516;"Papa, rey.";4188;4188
517;"Papa/Compañia de Jesús";1939;1939
518;"Parabola/sermón";1100;1100
519;"Pasión";3560;3560
520;"Pasión Cristo";1935;1935
521;"Pasión de Cristo";1588;1588
522;"Patria/santo";6122;6122
523;"Patrocinio";3696;3696
523;"Patrocinio";2923;2923
523;"Patrocinio";8349;9203
523;"Patrocinio";8359;9213
523;"Patrocinio";1022;1022
523;"Patrocinio";3766;3766
523;"Patrocinio";1393;1393
523;"Patrocinio";665;665
524;"pecado";3899;3899
524;"pecado";1997;1997
525;"Pecador";5814;5814
525;"Pecador";5924;5924
526;"Pecados, Cavernas";5683;5683
527;"Pena";5924;5924
528;"Pensante";3841;3841
529;"Pergaminos";2689;2689
531;"Perros";5410;5410
532;"Piedad";3923;3923
532;"Piedad";3915;3915
532;"Piedad";5370;5370
532;"Piedad";741;741
533;"Pintura dorada";5146;5146
534;"Pintura dorada/ Pretendiente rechazado";2564;2564
535;"Plamas del martirio";3941;3941
536;"Plataforma celeste/coronas de rosas";5291;5291
537;"Plato";1725;1725
538;"Plato con guante y joyas";1903;1903
538;"Plato con guante y joyas";1904;1904
539;"Plato con jarra";3646;3646
539;"Plato con jarra";1902;1902
540;"Plumario";1230;1230
541;"Pobres";4678;4678
542;"Pobreza";2912;2912
542;"Pobreza";2909;2909
542;"Pobreza";5920;5920
543;"Política";2191;2191
544;"Polvo";5813;5813
545;"Posada";5307;5307
545;"Posada";820;820
545;"Posada";5192;5192
547;"Postrimería";2521;2521
548;"Postrimerias";1501;1501
548;"Postrimerias";5675;5675
548;"Postrimerias";2118;2118
549;"postrimerías";5676;5676
550;"Predicacion";4383;4383
550;"Predicacion";4346;4346
551;"premonición de la pasión ";700;700
551;"premonición de la pasión ";2282;2282
551;"premonición de la pasión ";2901;2901
551;"premonición de la pasión ";3911;3911
551;"premonición de la pasión ";1150;1150
551;"premonición de la pasión ";2747;2747
551;"premonición de la pasión ";703;703
551;"premonición de la pasión ";3125;3125
551;"premonición de la pasión ";3934;3934
551;"premonición de la pasión ";4844;4844
551;"premonición de la pasión ";1638;1638
551;"premonición de la pasión ";5177;5177
552;"Prendedor de cabello de la Virgen/ Mantilla sacerdote/ Pretendiente rechazado";2741;2741
553;"Prensa mística";2197;2197
554;"Preso/Alcalá";4384;5496
554;"Preso/Alcalá";4350;4350
555;"Pretendiente";4685;4685
556;"Pretendiente rechazado";4483;4483
556;"Pretendiente rechazado";131;131
556;"Pretendiente rechazado";3185;3185
556;"Pretendiente rechazado";1569;1569
557;"Pretendiente rechazado/libro";4652;4652
558;"Primavera";4371;4371
559;"Primeros Jesuitas (9)";1093;1093
560;"Principatus";817;817
561;"Procesión";4694;4694
562;"Prodigalidad";5916;5916
563;"Profesion/Sacerdote";4362;4362
564;"Purgatorio";3695;3695
564;"Purgatorio";1128;1128
564;"Purgatorio";3706;3706
564;"Purgatorio";3710;3710
564;"Purgatorio";437;437
564;"Purgatorio";3711;3711
564;"Purgatorio";3708;3708
564;"Purgatorio";3749;3749
564;"Purgatorio";3707;3707
564;"Purgatorio";3768;3768
564;"Purgatorio";3771;3771
564;"Purgatorio";5675;5675
564;"Purgatorio";1890;1890
564;"Purgatorio";2569;2569
565;"Putrefacción";1605;1605
566;"Querubines";1893;1893
566;"Querubines";4;4
567;"Rama de laurel";1238;1238
568;"Rama de olivo";1235;1235
569;"Rama de palmera";1240;1240
570;"Ramo";1232;1232
571;"Ramo de flores";1236;1236
572;"Recien nacida";4710;4710
573;"Recipiente";1240;1240
574;"recoge las vestiduras";5225;5225
575;"Rector le pide perdon";2902;2902
575;"Rector le pide perdon";2903;2903
576;"Redención";2309;2309
577;"Redondel rojo sobre sacerdote";4665;4665
578;"Regreso";526;526
578;"Regreso";336;336
578;"Regreso";5134;5134
578;"Regreso";5135;5135
578;"Regreso";5986;5986
578;"Regreso";5146;5146
578;"Regreso";5136;5136
578;"Regreso";5143;5143
578;"Regreso";5139;5139
578;"Regreso";8078;8932
578;"Regreso";5140;5140
578;"Regreso";806;806
578;"Regreso";356;356
578;"Regreso";5141;5141
578;"Regreso";355;355
578;"Regreso";3791;3791
578;"Regreso";3154;3154
578;"Regreso";5144;5144
578;"Regreso";4662;4662
578;"Regreso";4666;4666
578;"Regreso";1230;1230
578;"Regreso";2762;2762
578;"Regreso";3819;3819
